feature,reason,value
ppg_infra_dx_std,|corr|>=0.95,1.0
ppg_infra_diff_mean,|corr|>=0.95,1.0
ppg_infra_rms,|corr|>=0.95,1.0
ppg_infra_tke_mean,|corr|>=0.95,1.0
ppg_infra_diff_rms,|corr|>=0.95,0.9999902632709246
ppg_infra_std,|corr|>=0.95,0.9999892983603996
ppg_infra_min,|corr|>=0.95,0.9988758243830085
ppg_infra_tke_mean_abs,|corr|>=0.95,0.9983142193915604
ppg_infra_signal_rms,|corr|>=0.95,0.9967828684498646
ppg_infra_p99_p1,|corr|>=0.95,0.9949772282942467
ppg_infra_mean_abs,|corr|>=0.95,0.9945325045722883
ppg_infra_p95,|corr|>=0.95,0.9934297947295122
ppg_infra_p95_p5,|corr|>=0.95,0.9932623577743812
ppg_infra_range,|corr|>=0.95,0.9918253831079875
ppg_infra_p99,|corr|>=0.95,0.9894397569991685
ppg_infra_iqr,|corr|>=0.95,0.9866187106585326
ppg_infra_p90,|corr|>=0.95,0.9834214679750953
ppg_infra_tke_p95_abs,|corr|>=0.95,0.9768107680475706
ppg_infra_p1,|corr|>=0.95,0.9760813692122748
ppg_infra_p90_p10,|corr|>=0.95,0.9739099891263691
ppg_infra_clearance_factor,|corr|>=0.95,0.9717464083853428
ppg_infra_p5,|corr|>=0.95,0.9536969440417343
ppg_infra_mean_cross_rate,|corr|>=0.95,0.9512028479075333
