,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
eda_cc_min,0.2821201449864086,-0.45926193482611627,0.19782431112607873,0.08294547329042304,-0.3836446367935055,-0.12056356082127959,0.46055399748612647,0.2384493291406587,0.3052812709540815,-0.37361582982924124
eda_cc_range,0.419604744796961,-0.26155679918681424,0.24712362585136638,0.012160845668202297,0.23005941103021815,-0.31807440043974605,0.17726704358510045,0.08150496219090625,-0.38133957827102394,0.5972576763374361
eda_cc_slope,0.36485368225855147,0.21562027453878405,0.03285776163189996,0.11249082855849252,0.6243880374170843,-0.34483402696305004,0.018386435647432482,-0.24840788203605427,0.22069381424934736,-0.4325906203311258
eda_stress_skin_mad,0.46727562103678283,0.1370175362367202,-0.252328505887113,-0.13020497979066473,-0.12252489604272927,0.1743256920054295,-0.1334044173618481,-0.03237594251179077,0.6520460540382838,0.43914221300993966
eda_cc_skew,-0.09788602234505386,0.5345614275586784,0.23725234960301128,-0.24866819966702539,0.14219134158991348,0.25436932735980283,0.6798460639956635,0.1698457978320862,0.043423507047398606,0.09323012827179301
eda_stress_skin_slope,0.4413698889048307,0.10724258034465481,-0.1998110704410318,0.006853965101378861,-0.3071777908772252,0.3004252067676203,0.19378556791318535,-0.56392906466329,-0.433630639675523,-0.15969452521086727
eda_stress_skin_min,0.41583885373636004,0.3356279293028206,-0.009852252496268945,0.07177169368085853,-0.08777197958687466,0.11356714452899624,-0.3178704397327315,0.6750076244619304,-0.2834821928244528,-0.2270313150180284
eda_cc_kurtosis,-0.11207899714598352,0.14182864718091528,-0.5391408987352324,0.7116609954856802,-0.010597991003542594,-0.14938742024950696,0.32359103820380186,0.1392633335400888,-0.00837205625184383,0.15357150097061475
eda_stress_skin_skew,0.05255850856103428,-0.4572762032030858,-0.16294994027829193,0.08084655506107756,0.5164394174903169,0.678553056933037,0.06477954186845657,0.14240996763430375,-0.01430790433566356,-0.05675915429594077
eda_stress_skin_kurtosis,0.015500437452262896,0.12759592083099752,0.6492382830848475,0.6191389784880408,-0.07690387541059646,0.29049224130942897,-0.1692304006449867,-0.17768069116871965,0.13021352342708312,0.10569166478869711
