,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
eda_cc_min,0.282120144986409,-0.4592619348261158,0.19782431112607868,0.08294547329042107,-0.3836446367935062,-0.12056356082127759,0.46055399748612724,0.23844932914065833,0.30528127095407664,-0.3736158298292449
eda_cc_range,0.41960474479696175,-0.2615567991868136,0.24712362585136638,0.012160845668202693,0.23005941103021746,-0.31807440043974616,0.1772670435851006,0.08150496219090668,-0.3813395782710162,0.597257676337441
eda_cc_slope,0.36485368225855075,0.21562027453878382,0.03285776163190052,0.11249082855849463,0.6243880374170835,-0.344834026963051,0.01838643564743271,-0.24840788203605385,0.22069381424934176,-0.4325906203311287
eda_cc_skew,-0.0978860223450546,0.5345614275586789,0.23725234960301167,-0.24866819966702502,0.14219134158991498,0.25436932735980433,0.6798460639956622,0.16984579783208612,0.04342350704739973,0.09323012827179232
eda_cc_kurtosis,-0.11207899714598377,0.14182864718091498,-0.539140898735233,0.7116609954856794,-0.010597991003544704,-0.1493874202495067,0.3235910382038027,0.13926333354008882,-0.008372056251841965,0.1535715009706148
eda_stress_skin_min,0.4158388537363595,0.3356279293028209,-0.009852252496269108,0.07177169368085855,-0.08777197958687483,0.11356714452899622,-0.3178704397327314,0.6750076244619301,-0.2834821928244557,-0.22703131501802512
eda_stress_skin_mad,0.4672756210367827,0.1370175362367207,-0.2523285058871135,-0.13020497979066487,-0.12252489604272826,0.17432569200542913,-0.13340441736184838,-0.032375942511790934,0.6520460540382892,0.4391422130099319
eda_stress_skin_slope,0.44136988890483064,0.10724258034465545,-0.19981107044103186,0.006853965101377465,-0.307177790877224,0.30042520676762113,0.19378556791318483,-0.56392906466329,-0.43363063967552495,-0.15969452521086158
eda_stress_skin_skew,0.0525585085610346,-0.45727620320308626,-0.16294994027829182,0.08084655506107924,0.5164394174903172,0.6785530569330366,0.06477954186845504,0.14240996763430344,-0.014307904335664125,-0.05675915429594038
eda_stress_skin_kurtosis,0.01550043745226296,0.12759592083099736,0.6492382830848469,0.6191389784880409,-0.0769038754105993,0.29049224130942813,-0.16923040064498754,-0.17768069116871985,0.13021352342708467,0.10569166478869559
