PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3950328612704749,0.3950328612704749
PC2,0.32032509545904514,0.7153579567295201
PC3,0.10394732051955631,0.8193052772490764
PC4,0.07542418788212406,0.8947294651312004
PC5,0.04454237097051861,0.939271836101719
PC6,0.032061879056664105,0.9713337151583832
PC7,0.015881358327433762,0.9872150734858169
PC8,0.00737947279931214,0.9945945462851291
PC9,0.004444638839519294,0.9990391851246484
PC10,0.0009158976422972444,0.9999550827669457
PC11,4.4917233054595815e-05,1.0000000000000002
