PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3950328612704746,0.3950328612704746
PC2,0.3203250954590457,0.7153579567295203
PC3,0.10394732051955632,0.8193052772490766
PC4,0.07542418788212402,0.8947294651312007
PC5,0.04454237097051842,0.939271836101719
PC6,0.0320618790566641,0.9713337151583832
PC7,0.01588135832743376,0.9872150734858169
PC8,0.007379472799312143,0.9945945462851291
PC9,0.0044446388395193,0.9990391851246484
PC10,0.0009158976422972432,0.9999550827669457
PC11,4.491723305459562e-05,1.0000000000000002
