PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3034143185488196,0.3034143185488196
PC2,0.18308274043492975,0.4864970589837494
PC3,0.14221438193483715,0.6287114409185866
PC4,0.11315381742447754,0.741865258343064
PC5,0.06869409622728094,0.810559354570345
PC6,0.05500673785764388,0.8655660924279889
PC7,0.03919563481065939,0.9047617272386482
PC8,0.02921341471320505,0.9339751419518533
PC9,0.02155791303138803,0.9555330549832413
PC10,0.014377570821124105,0.9699106258043654
PC11,0.011670067659101764,0.9815806934634671
PC12,0.008191286717282292,0.9897719801807494
PC13,0.007780628310305446,0.9975526084910549
PC14,0.0016440382808790963,0.999196646771934
PC15,0.0007065874841849235,0.9999032342561189
PC16,9.676574388097399e-05,0.9999999999999999
