feature,nan_ratio,variance
ppg_red_pnn50,0.030303030303030304,160.50281490511165
ppg_red_hr_mean,0.030303030303030304,309.5050689956205
ppg_red_total_power,0.030303030303030304,1572734109.842247
ppg_red_lf_hf_ratio,0.030303030303030304,312.0325426575082
ppg_red_hf_power,0.030303030303030304,7977496.460168205
ppg_red_lf_power,0.030303030303030304,87754051.9581499
ppg_red_cv_ibi,0.030303030303030304,0.0004249557454440874
ppg_red_mean_ibi,0.030303030303030304,10790.310998271612
ppg_red_pnn20,0.030303030303030304,42.43182928803704
ppg_red_sdsd,0.030303030303030304,988.3738010323874
ppg_red_hf_norm,0.030303030303030304,864.0743895979293
ppg_red_sdnn,0.030303030303030304,289.5412284835658
ppg_red_rmssd,0.030303030303030304,875.240305778404
ppg_red_hr_median,0.030303030303030304,320.99612259899334
ppg_red_hr_range,0.030303030303030304,88.65419487188346
ppg_red_hr_max,0.030303030303030304,421.1137990653048
ppg_red_hr_min,0.030303030303030304,164.31410331682903
ppg_red_hr_std,0.030303030303030304,11.626015975927972
ppg_red_lf_norm,0.030303030303030304,864.0743895979291
ppg_red_n_peaks,0.0,119.1786552392613
ppg_red_peak_quality,0.0,0.03163039544951596
