,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
ppg_infra_n_peaks,0.2770407499389691,-0.08490757606762664,-0.09901023784644711,0.04577629472715137,0.07463668975546536,0.03875965386727115,-0.8067665805350328,-0.4204507873409133,0.24958489411755477,0.07529651124021769,-0.015696342407098964,-0.016941628618889187,0.0008115671655520413,0.027688655748463166,0.006560998751067232,0.01051469676198327
ppg_infra_hr_std,0.21634563395456333,-0.3854367916405156,-0.018943906957439183,-0.07188411435401842,-0.09562482170167227,-0.026522869782925538,0.1497825175991196,-0.12294547954651561,-0.11101904704185171,-0.06771905225050656,-0.2044915633658807,-0.42497924492501626,0.41071018110231916,0.3957166043214226,-0.4325485672795322,0.0009393317512695926
ppg_infra_hr_min,0.39934329695406656,0.020546102820106642,0.10892898992904564,0.05726038922585061,0.03491118226266872,-0.02737264158796669,0.05195243912055429,0.2476306715982651,0.03900648218115608,0.37376088306139815,0.22415436185565463,-0.07912483238714266,-0.216659735966832,0.4449413063076159,0.21215185482206558,-0.5208869522877868
ppg_infra_hr_max,0.39054841675378804,-0.14696786858086552,-0.019552407392156773,-0.020033888441335013,0.013641210189846924,0.05187667387655141,0.09325082838737658,0.1296788418600634,0.00019665979575285802,-0.05072470311688422,0.305003442908165,0.11322129759923892,-0.16067013422605778,0.24089488962357733,0.14166159185361676,0.7644388088285584
ppg_infra_hr_range,0.23836171639460788,-0.33558779484125323,-0.20618366847177821,-0.12337476762122289,-0.018894466196149064,0.15419161417272417,0.0973851451545559,-0.09482060507989509,-0.046315033170463996,-0.6142738232756715,0.2999531441673288,0.31761137071660456,-0.03023439860802711,-0.12128468109707943,0.016895054690743892,-0.37945855892015534
ppg_infra_hr_median,0.3998432518399977,-0.06809584127696805,0.05712562297407502,0.012681082175638049,0.017911232489507288,0.003236882247512598,0.06695906265928712,0.17227416182419672,0.060347154991695115,0.23674614359936336,0.2491864508488851,-0.32649151402532944,0.14064996274099367,-0.725180141610923,-0.15334789332985138,-0.0023776703929597252
ppg_infra_rmssd,-0.22117481344440787,-0.3714913563255493,-0.054178848224062326,0.038330217693224394,-0.06577516133868873,-0.0727889978064105,-0.047572384798625696,0.2143311935143052,0.2590818768394926,0.3584283157989082,0.17676706369557854,0.4868905412190399,0.5343644133886813,0.03495692481759827,0.012827908334776596,-0.0032526911983764683
ppg_infra_sdnn,-0.23042039846528586,-0.352333659474536,-0.10892338479957477,-0.07726118396292966,-0.19708611482735244,-0.12776266000120418,0.08611272622286659,-0.2651409296086362,-0.05086573570813322,0.33941679294365795,0.1883607339045806,0.0631985011822738,-0.5833383832817772,-0.04688054138700013,-0.4150963997048624,-0.0010560779898350435
ppg_infra_sdsd,-0.21435883125200142,-0.32688204877226545,-0.010728400325724198,0.14499898607641715,-0.006680679197520746,-0.09599190489547788,-0.17974288017035878,0.5242554068033954,0.47933791754741206,-0.3091154185918711,-0.1169158596849611,-0.3131423865117445,-0.26925704017875995,0.00953644765744794,-0.002082632593916423,0.0030021224359036646
ppg_infra_pnn50,-0.16075874882648805,-0.2718661735270195,0.35247821656455763,-0.1600764990656967,0.14008575725919978,0.22736565979100304,-0.4128725895332333,0.3058864133095508,-0.6403658292844127,0.016430219593958722,0.055946872809381855,-0.01145595653356683,-0.02630460411915851,-0.026775024050502843,-0.004689149929968524,-0.0003644192821386276
ppg_infra_pnn20,-0.1192084484635259,-0.13708787835202094,0.5252462539570518,-0.20482711838716863,0.4661718738324922,0.37849992366058005,0.2281381286228072,-0.2792701005134331,0.3904781870695095,0.02773422159886296,0.05178376349963536,-0.03536485510403147,-0.029752309341017778,0.021720037154803393,0.0030035538488873887,0.0008165420622005355
ppg_infra_mean_ibi,-0.3893159814449072,0.09006629353726925,-0.11660741092766934,-0.020937495417284194,-0.10126630695426245,-0.012233041917675097,-0.05853673571191256,-0.1775015880077503,-0.021879148312342837,-0.07539322013132992,0.6776632862631652,-0.462583670770133,0.1882071974996413,0.12032444527315879,0.2272581044919186,0.005234767198376954
ppg_infra_cv_ibi,0.005197343082785927,-0.45092341599605,-0.04758959970540681,-0.08607984903128722,-0.1477364964755367,-0.09352035173531859,0.14366002871561637,-0.23069530575573138,-0.1011803326049889,0.1377153525346122,-0.3166588592935997,-0.1610023234892282,-0.03379882669294297,-0.16152113892888612,0.706971491401882,0.009909872075312317
ppg_infra_hf_power,-0.04723364986411305,-0.1336460206292908,-0.29789380801169835,0.28264174286122296,0.7945368271631901,-0.3679178416054495,0.07310554648808709,-0.044731897795735165,-0.18714186835065888,0.018340327510119034,0.03541197884372496,-0.025420080674620173,-0.0006246911681261108,-0.003229586741235661,-0.0036738377839266294,0.00015339333049678338
ppg_infra_total_power,-0.028915628817378292,-0.11346883834837164,0.09060969786331928,0.8653300710791317,-0.13691514848954972,0.4229534649082876,0.08048798412817972,-0.12204009168607041,-0.09897553537076319,0.0069015136102194416,0.010507860843645783,0.005574178547197795,-0.011172638798233749,-0.012596094987285223,-0.0024878842996281588,0.0001257326768425367
ppg_infra_peak_quality,-0.0712197148084559,0.03271028020125666,-0.6355808924985752,-0.20273754223025398,0.14468217378807138,0.6493273847674443,0.030763929527583618,0.16442993322764676,0.02285087933799732,0.22089262805967438,-0.12460616062958682,-0.10711191019717152,-0.03561762097424124,0.024634570041362363,0.0013074406508848065,0.007552666688422947
