PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.35894456005977177,0.35894456005977177
PC2,0.27965651611233927,0.638601076172111
PC3,0.08083714397729516,0.7194382201494062
PC4,0.061981179970482726,0.7814194001198889
PC5,0.05760447511272819,0.839023875232617
PC6,0.05372501276130791,0.8927488879939249
PC7,0.0395631195640824,0.9323120075580074
PC8,0.02612506957796468,0.958437077135972
PC9,0.019033515565819375,0.9774705927017914
PC10,0.009132267323218916,0.9866028600250103
PC11,0.004697449310312836,0.9913003093353231
PC12,0.0037270536569855655,0.9950273629923087
PC13,0.0024894960924883402,0.997516859084797
PC14,0.0023765529975514925,0.9998934120823485
PC15,0.00010057447547534851,0.9999939865578239
PC16,6.01344217590427e-06,0.9999999999999998
