feature,reason,value
ppg_red_diff_mean,|corr|>=0.95,1.0
ppg_red_dx_std,|corr|>=0.95,1.0
ppg_red_rms,|corr|>=0.95,1.0
ppg_red_tke_mean,|corr|>=0.95,1.0
ppg_red_signal_rms,|corr|>=0.95,0.9999999986181617
ppg_red_diff_rms,|corr|>=0.95,0.9999994970872089
ppg_red_mad,|corr|>=0.95,0.9997998088288825
ppg_red_p90_p10,|corr|>=0.95,0.9982047125773531
ppg_red_p5,|corr|>=0.95,0.9972927434011425
ppg_red_p95_p5,|corr|>=0.95,0.9972368693561254
ppg_red_p90,|corr|>=0.95,0.9927891754156394
ppg_red_max,|corr|>=0.95,0.9922294085172778
ppg_red_std,|corr|>=0.95,0.9914203787674569
ppg_red_tke_p95_abs,|corr|>=0.95,0.9848039899845284
ppg_red_p99_p1,|corr|>=0.95,0.9840108389828024
ppg_red_kurtosis,|corr|>=0.95,0.9838896253500362
ppg_red_p95,|corr|>=0.95,0.9752289955170469
ppg_red_range,|corr|>=0.95,0.9750798424125438
ppg_red_p10,|corr|>=0.95,0.9699631003566238
ppg_red_dx_mean,|corr|>=0.95,0.9672744825997783
ppg_red_mean_abs,|corr|>=0.95,0.9529623983999808
ppg_red_diff_mean_abs,|corr|>=0.95,0.9521474344515057
ppg_red_signal_energy,|corr|>=0.95,0.9500591390800182
