,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
ppg_red_mean,-0.003905416569676955,-0.0815502354656445,-0.2722384446178856,0.38267162764070495,0.5545329956429725,-0.2503874826270096,-0.33424055800722624,0.07533423263231052,-0.403471359513901,-0.16040076574751716,-0.2993643595122748,-0.03244631399241108,0.024249876837058395,0.05824058048905376,0.017561484399635213,0.01770469144907931,-0.015181767647625926,-0.007590241657809616,-0.027655560562777043,-0.016779892707074254,0.008032849467998917
ppg_red_min,-0.3162911678282821,-0.026927522703976782,0.1493276822058638,-0.011824992948200776,0.07604799565701337,0.05624668132064715,-0.14657947145614544,0.20480623620258648,0.18777210171860542,0.1999301372045443,-0.18317272426565132,0.14449955685577293,0.016991315595442927,0.25771819952518704,0.44578084260861756,-0.11975486869392109,0.031822369205022,0.548732177877863,0.23053368663586576,0.19849019560402228,0.017953748292462695
ppg_red_median,-0.05807534031588343,-0.194951710460372,-0.08219383258702052,0.3369707705368799,-0.298796881619869,0.11235855989924247,0.5238968353058754,0.5760119258505099,-0.1874203405659722,-0.2652523032572046,-0.13347304361212714,0.05233412932241466,0.006779455293638442,0.007405310002901645,0.03798652043493618,0.014057296558587756,0.005391952078735539,0.025157741518401736,0.0027535415832498494,-0.037837367452776355,-0.016510741413247862
ppg_red_iqr,0.09655125006147759,0.37889681718532814,-0.06743601803029126,-0.2508010359225681,0.22343264211215494,-0.09140000744759678,0.15570776217640325,0.3357832502229152,0.09624308707607847,0.2724143799547136,-0.2888507491125631,0.1425419087754872,0.29330799593279183,-0.45006477236299913,-0.03379376598511993,0.29107909730315257,-0.09220812434592425,0.067399472083984,-0.06910638233084312,-0.067929732130629,0.016658105362435668
ppg_red_skew,0.07332433874081326,0.03945240621623801,0.5089720970076005,0.13702128506960048,0.0171988891236208,-0.37415574194954004,-0.331235621787996,0.40930287066389387,0.25115441626704477,-0.31653206503281667,0.3228551804224404,0.01565564115683294,-0.035977788426036855,-0.1458963808836319,-0.0351616638744221,0.0576394595341164,-0.024159151185247554,-0.033822214524005315,-0.025726589386596263,-0.017823472384702905,-0.010383723043557187
ppg_red_diff_std,0.2830980414633796,0.24234339085469547,-0.07899483506203356,-0.07926362181208998,0.07302751000820941,-0.06605803524526624,0.13118306372989877,0.10525586319485127,-0.0033129176047252736,-0.0857668419420228,0.015793548741643227,0.017062246114207223,-0.1078006058758089,0.1565725914906806,0.061347392775670216,-0.14235041947236377,-0.02363805798116088,-0.17451872509550692,-0.12120171519409065,0.7959056023344073,0.25174609940454573
ppg_red_zcr,0.05446407989636464,0.3384175092936922,0.01705834950922836,0.31146224362391484,0.056922726751012134,0.5414108120795473,-0.16378811236390525,0.031140072511900898,0.13294956705734404,-0.08508602485001726,0.00908914121292393,0.040525320981499996,0.04330918125877617,0.00638835494772367,-0.19676581964899775,-0.2722689058800608,-0.5459231150130353,0.09769293131921673,-0.08134826449853123,-0.07375923686332306,0.0027797495507919634
ppg_red_p1,-0.3035188279717677,-0.07656883298088046,-0.14574178849181377,-0.1916664255594987,0.04260342021732088,0.1600457756588655,-0.08898479438206205,-0.03534883120189345,-0.11489583112537612,-0.3390295705966562,0.22419192733205748,0.2693550620226566,0.18044678789750598,-0.018215159365641106,-0.32573561327255374,0.40461821062248116,-0.1048865452587032,0.08680087936759141,0.4034366614673546,0.2601555696546211,0.06923134339893165
ppg_red_p99,0.3195468482263543,0.12255215957932955,-0.02279791082262196,0.014603459240748448,-0.018912004001357566,-0.13743993821119116,0.10309550246640511,0.0025288992937475734,-0.08125497201811495,0.014538030072778506,-0.02536973291321494,-0.43156209627941317,-0.17523499403813303,-0.17848671743117808,-0.1850617474963674,-0.17225737317754583,-0.021964529893942555,0.288264474180266,0.662087134712247,0.021510018647328228,-0.0983155008833929
ppg_red_trim_mean_10,-0.001589415975081511,-0.18870415420982523,-0.45726572902457513,0.3652305040453462,0.2253672162796003,-0.15527001660952527,0.19682155968625606,-0.012774362552776806,0.564284556152676,0.21288503372064713,0.36171679050677286,0.07041966364120052,0.0016783363080272516,-0.040238455957037636,-0.02742904778028002,0.029836175829832272,-0.01545492245168976,0.0067767854815780695,0.06489098938726684,0.028349188185378238,-0.0017369244271536004
