PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.41100270288257124,0.41100270288257124
PC2,0.20061624356608018,0.6116189464486514
PC3,0.09320544274406699,0.7048243891927184
PC4,0.07251268096854195,0.7773370701612603
PC5,0.0568888615684461,0.8342259317297064
PC6,0.04932800961545639,0.8835539413451627
PC7,0.04492236654105673,0.9284763078862195
PC8,0.0315594630394442,0.9600357709256637
PC9,0.013337194046574748,0.9733729649722385
PC10,0.009262924004104644,0.9826358889763431
PC11,0.006087333856040649,0.9887232228323838
PC12,0.004263140258864827,0.9929863630912487
PC13,0.0029917373200832923,0.995978100411332
PC14,0.0018708298281959683,0.9978489302395279
PC15,0.000835363922078624,0.9986842941616065
PC16,0.0006531177856426405,0.9993374119472491
PC17,0.0002811348235878991,0.9996185467708371
PC18,0.00017295554729950292,0.9997915023181365
PC19,9.65590216962036e-05,0.9998880613398328
PC20,6.428726196105096e-05,0.9999523486017938
PC21,4.7651398206145875e-05,1.0
