feature,nan_ratio,variance
ppg_red_mean,0.0,25.714157374816928
ppg_red_std,0.0,389695.1021323505
ppg_red_p95_p5,0.0,1685205.8118390865
ppg_red_p99_p1,0.0,14941471.887072045
ppg_red_trim_mean_10,0.0,98.60305910041683
ppg_red_mean_abs,0.0,94448.79023682262
ppg_red_rms,0.0,389703.5719099941
ppg_red_crest_factor,0.0,4.016310844516344
ppg_red_shape_factor,0.0,0.4060268502935987
ppg_red_impulse_factor,0.0,80.43676676519796
ppg_red_clearance_factor,0.0,3892.238137383613
ppg_red_mean_cross_rate,0.0,0.0006412680756647124
ppg_red_tke_mean,0.0,32198314900.2445
ppg_red_tke_std,0.0,3703665014632.8325
ppg_red_tke_mean_abs,0.0,32198314900.2445
ppg_red_tke_p95_abs,0.0,121465.9860149135
ppg_red_dx_mean,0.0,56.807719513140306
ppg_red_dx_std,0.0,43628.072025794376
ppg_red_ddx_mean,0.0,3.848725637961138
ppg_red_ddx_std,0.0,31042.52866047415
ppg_red_dx_kurtosis,0.0,828.8562622186888
ppg_red_p90_p10,0.0,930950.8304958707
ppg_red_p99,0.0,2994673.5294206035
ppg_red_p95,0.0,419305.5644669202
ppg_red_diff_mean,0.0,56.807719513140306
ppg_red_min,0.0,17347675.844040547
ppg_red_max,0.0,55489472.63767454
ppg_red_range,0.0,125914320.39724264
ppg_red_median,0.0,482.62070290702985
ppg_red_iqr,0.0,216612.457803496
ppg_red_mad,0.0,53920.22335614431
ppg_red_skew,0.0,0.6226395938489967
ppg_red_kurtosis,0.0,154.2661237363548
ppg_red_diff_std,0.0,43628.072025794376
ppg_red_p90,0.0,234752.8525064597
ppg_red_diff_mean_abs,0.0,13202.787771902398
ppg_red_diff_rms,0.0,43676.69990539277
ppg_red_signal_rms,0.0,389703.5719099941
ppg_red_signal_energy,0.0,5.268569364420157e+18
ppg_red_zcr,0.0,0.0004435222538021229
ppg_red_p1,0.0,4910421.274010008
ppg_red_p5,0.0,427947.4813053863
ppg_red_p10,0.0,232409.7934304282
ppg_red_ddx_kurtosis,0.0,1215.9768498206622
