,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
ppg_red_impulse_factor,0.2724642253427392,-0.26472011332332746,-0.11719902003211226,-0.07007916291330409,-0.12026666114868037,0.15355542734700503,0.1240042780027594,0.025533529559137708,-0.08219021728782569,-0.06929983441280728,-0.09167667745877406,0.12282158650024709,-0.04782682283032814,0.06910437375242362,-0.009626398728996217,0.007579301283344335,0.023434069495563547,0.022367121738782365,-0.02900075488638231,-0.013686094981831577,-0.8594354328762791
ppg_red_p90,0.21241580199819177,0.32883837822764905,-0.14192912901211177,0.1297222541406288,0.050528262537880744,-0.08819476008389113,0.17557773699786952,0.06870582880928476,0.00731298339165079,-0.2924814400701667,0.18438977836100706,-0.00784064534182133,0.25562339827751585,0.18417416949662913,0.1317041584047956,0.2534858270838186,-0.06780431616062978,0.4577315254509133,0.15934617698193854,0.47271707890115383,-0.02002506207636411
ppg_red_dx_kurtosis,0.19082457799666885,-0.1865376609898331,-0.28547147715077953,-0.008586404327925068,0.2985082379407236,-0.2068342112739317,-0.4211484314186345,0.023229871472368473,0.20882446909652244,-0.10386063751835405,0.02279108452780559,-0.4727669240559616,-0.38511553100243245,0.2766522615551714,0.02514566264797092,0.17319103515855822,0.020199891889994354,-0.046818437162565875,-0.020216770569289326,0.013859470332244526,-0.018094893330395795
ppg_red_shape_factor,0.21310256107488915,-0.2829041666970395,-0.13092542546964228,-0.035195808389033925,-0.24927546226727548,0.07223941434198017,0.3152323532113887,-0.007740212802330042,0.41627583200499424,0.03182766706829202,0.2510051864880774,-0.08369065523794134,0.22368790444948317,-0.12751257952002126,0.08319861819756448,0.3392362096441459,0.24268290292706488,-0.324883186765612,-0.240376928699743,0.07084087187323114,0.17185854193405914
ppg_red_diff_mean_abs,0.21268472648262263,0.34323756209563544,-0.1466735918590541,0.11783263981943336,-0.002245873321320166,0.08066925211299691,0.09520973420409214,0.06005880780066103,0.0677615468168428,-0.08364633844395833,-0.1340113858151654,-0.05598676199815081,-0.15187092167566668,-0.27517137776658934,-0.06404038638109756,0.004726176174528211,-0.6645995255648024,-0.420485843637837,-0.11931973167876402,0.11441348632114647,-0.03087048971410203
ppg_red_ddx_std,0.2043529370792507,0.3051990522516862,-0.259790932145856,0.08655970075479037,-0.01759410250771035,0.034718691211203336,0.045108203133577995,-0.09384420415483348,0.057406673545214615,0.25005805280125154,-0.35362373096244626,-0.0020056954014948986,-0.2831527863021424,-0.47003332300414696,0.044514046520282034,0.15865158031641424,0.3860135119217064,0.3111108250719992,-0.015828989800816897,-0.10971042656917995,0.023082418744284107
ppg_red_crest_factor,0.24677498226676026,-0.21933726578074517,-0.18300200175961218,-0.13976395355865465,0.010157848838607729,0.23433989145406464,-0.012704516460306837,0.07764140567260241,-0.5032789879073092,-0.26027580075749357,-0.30174352535438886,0.30973427484935795,-0.10203346607223632,0.18429852363061575,-0.0016835047977118143,0.21034211086054294,0.053561091579437434,-0.10171156935863417,-0.09859896530820897,0.057820931421574254,0.3922262706515822
ppg_red_ddx_kurtosis,0.18412606044222346,-0.13331050286855248,-0.3615502287620549,0.004252787477197116,0.3018978431811675,-0.2221997674440792,-0.37716099646925355,-0.023502991981103016,0.16001956131922962,0.05889370855132031,0.07191590278683574,0.48457127841044284,0.4010016127258898,-0.2326648792092287,-0.025031452784236546,-0.21720718838505698,-0.04540463605245522,-0.015437331700332315,-0.005597230401784687,-0.008045155992896284,0.008872768316911497
ppg_red_kurtosis,0.2580095648589286,-0.25438139586146313,-0.11909868367824936,-0.050106123261378865,-0.06558523925875048,0.15307606472211321,0.010608858525765416,0.010912231152503886,-0.4132166084592243,0.03645236944924102,0.35545261261031985,-0.45196676567733135,0.08271476624249736,-0.3884635793780135,-0.04061660237073957,-0.2996493831019776,-0.0912876987728425,0.1824451890242597,0.13367617914772592,0.00042949271693749604,0.11264599246244399
ppg_red_p99,0.3236259032556754,0.1428624789891607,0.09252201570443228,0.12432171401021674,0.03498988407482769,-0.07115970167925542,0.047809167155994564,-0.048014276357541096,-0.1117272812425373,0.14049046951661417,0.2648362437219275,0.08383290807678184,0.07465485034231512,0.2060061552875118,0.11033552113050743,0.2806650178944853,-0.22101687475542225,0.12185960167211422,-0.05531006312460904,-0.7238086974874465,0.030974592893905153
