feature,pca_energy_score
ppg_red_impulse_factor,0.1958984751030533
ppg_red_p90,0.19020398329380628
ppg_red_dx_kurtosis,0.18730886763136106
ppg_red_shape_factor,0.18721927415191553
ppg_red_diff_mean_abs,0.18700463503914758
ppg_red_ddx_std,0.18349432443984418
ppg_red_crest_factor,0.18324452513512407
ppg_red_ddx_kurtosis,0.1812167086418986
ppg_red_kurtosis,0.17962208892401446
ppg_red_p99,0.17887073610644183
ppg_red_trim_mean_10,0.17576177530761283
ppg_red_clearance_factor,0.17478263080020046
ppg_red_mad,0.17121784449086724
ppg_red_signal_energy,0.1672025194536552
ppg_red_min,0.16564658668962406
ppg_red_dx_mean,0.1652242237908996
ppg_red_ddx_mean,0.15975306491420033
ppg_red_mean,0.1534515127929917
ppg_red_skew,0.13064825164018506
ppg_red_median,0.11907496610155988
ppg_red_zcr,0.11506369501358057
