PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.38631733525232886,0.38631733525232886
PC2,0.17117266838508852,0.5574900036374174
PC3,0.11911144743580726,0.6766014510732247
PC4,0.06972315439099715,0.7463246054642219
PC5,0.06039461001000627,0.8067192154742281
PC6,0.05136731813697123,0.8580865336111994
PC7,0.04477582375235047,0.9028623573635498
PC8,0.03228601163817658,0.9351483690017264
PC9,0.023370283166552205,0.9585186521682786
PC10,0.01818513412283644,0.976703786291115
PC11,0.009312171715445643,0.9860159580065606
PC12,0.005110107957281278,0.9911260659638419
PC13,0.0038838780386344454,0.9950099440024763
PC14,0.0020315792475679266,0.9970415232500442
PC15,0.001082168235758723,0.9981236914858029
PC16,0.0008615020983704998,0.9989851935841735
PC17,0.0006042494015434984,0.999589442985717
PC18,0.0003946399729321224,0.999984082958649
PC19,1.591704135103261e-05,1.0
PC20,5.029441542240342e-33,1.0
