,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
ppg_green_p99,0.27174807775570653,-0.20864248564537566,0.2707620713367197,-0.23355107485673832,-0.11057771663627895,0.021329348327711734,0.022831270574370986,0.11122714658592218,0.05049846364581947,-0.001539500669880721,0.08888878609542754,-0.0580026063855368,-0.1251460572000526,-0.044015293272883046,0.04918446466766726,-0.05801497872848549,0.047653675482371316,-0.44479689086419716,0.0010489853213098347,0.7013344510278545
ppg_green_dx_std,0.260437694750634,0.27168692155443236,0.18277982354542002,-0.03637037061502174,-0.1567847447789697,-0.1880504154384252,-0.1215748819649849,-0.22112640376120077,-0.22409516254188502,-0.10112420843619044,-0.0767611813006317,-0.04978192083247864,0.13026557638265385,0.1057522264246155,-0.04452513160019782,-0.041818291790702324,0.1761944001566106,0.0670384890745228,-0.7508445913935007,-4.40380155758972e-16
ppg_green_tke_std,0.17520608403439789,0.35741600371817905,0.16732609864757275,-0.19193348585943895,-0.21148802496184682,-0.2267224507291471,-0.1765873094379822,-0.2038063216197147,-0.28730913871868174,0.055708289319914776,-0.024354132431829177,-0.18568688366981909,0.07725144138180184,0.16751963573104203,-0.06400526332656077,0.0007046510502053885,0.2255394454873904,0.09038946754311954,0.6244845993395118,5.115255276572415e-16
ppg_green_iqr,0.28991588062567836,-0.1560901128543454,-0.2834099299411486,-0.08293040870563059,0.06812835675708534,0.059893753884177434,-0.03425892846152572,-0.07002324107285332,0.003087877792882012,0.21885474108708253,-0.2743010366971152,0.045029991990852815,0.2019925442255469,0.4944338722205446,0.5933760858252586,-0.08882039594841531,-0.13878012724339162,-0.01646591988910151,0.011114351716843534,-9.033578868861279e-17
ppg_green_dx_kurtosis,0.16318027347834288,0.35192139180124427,0.20328501578290162,-0.05501732459385932,0.3543795465401492,0.1487737292587298,-0.14364813849718178,-0.004070795380643045,0.01510049416096502,0.017451567976878208,-0.42555788845313414,0.5559848553579625,-0.332275599540564,-0.06257066702046975,-0.041599518339298834,0.12519503429983006,-0.062004532208480866,-0.08575776808256945,0.055904296597105045,5.946514972409574e-17
ppg_green_signal_energy,0.15891999996320805,-0.342305571453682,0.3467667289278936,-0.2657919027954982,-0.021114235957340875,0.03947217993547161,0.011993614094446934,0.08510335300310762,0.03046321600705674,0.040633931146064665,0.03632508168329316,0.023743054345456566,0.0075604228271363766,0.27920835746376316,-0.27471108006131745,0.36769386812435007,-0.3361784316375582,0.5006671909978978,-0.021521405754321297,-3.308204980297781e-17
ppg_green_p90_p10,0.3071273509418267,-0.15698190567524714,-0.24027086544088327,-0.012706241813595023,0.041255770324406464,0.0752969308388209,0.025023640393016824,0.026129319252902076,0.12665763115851525,0.00030204127995398015,0.2138214347654645,0.17321076501376045,-0.40739895409551957,0.1716780726807068,-0.17682377489047268,-0.40323756998304333,0.46790351043732065,0.3382058342976148,0.007885875193110336,-2.885296431520989e-17
ppg_green_mad,0.2735492799530058,-0.20608219291924423,-0.2585481249759953,-0.033881739248581864,0.06061674914374982,0.06655403047043766,-0.008059711145642233,-0.0927800709117067,0.03932171233838894,0.16804187759105693,-0.5804597355467975,-0.43753899309936467,-0.0050535999482001345,-0.371337141831927,-0.29385047604912284,0.08081072065865265,0.08665887915484391,0.038051427547209866,-0.004216919153795919,1.7281688852421803e-18
ppg_green_crest_factor,0.30593171875089625,0.22480375853298118,-0.03914530218138437,-0.01888977038196614,-0.21521189283726136,-0.0301449563298012,0.057000744458449056,0.10591416878537153,0.06943825497081232,-0.05360493736956929,0.1708791410230243,-0.11317218561793647,-0.2839773824227053,-0.4680933791433922,0.5118248063260229,0.1465894166237205,-0.19402797369621946,0.3488988168087251,-0.0006508202582254739,1.9441250814605724e-17
ppg_green_tke_p95_abs,0.27398165243491995,-0.18502702191169068,0.036181857662767464,0.37885625573119075,0.011548833414560282,0.02369118748796829,0.15305475898983625,-0.05913249934159948,0.07290694695517805,-0.39635206918020344,0.00013752271297747855,0.1855515245547451,0.2753639796029403,-0.01348116913601206,0.10321052421320095,0.49303843464284636,0.4170791911406758,-0.029953446027661496,0.129624069298415,2.196388885470574e-16
ppg_green_diff_mean_abs,0.3019681083111713,-0.09310750576183685,0.10497760608740542,0.31889309207105193,-0.05575757935482397,-0.06918585296752047,0.05789522209492886,-0.17981286923838502,-0.04295686894734186,-0.3779338162049995,-0.07588592045677522,0.10606611821783661,0.15550652376883028,-0.09265382252829076,-0.1540450398967408,-0.5126739981247502,-0.48726327057958274,0.02402656390600643,0.1575779107317023,1.4309973135522946e-17
ppg_green_shape_factor,0.2902501193432817,0.05416001942013045,-0.2726474506221715,-0.14363519500895258,0.01461412255371674,-0.04919423162073278,-0.06957071308886566,-0.025545606486539276,-0.033650469317617906,0.4243959007617715,0.3597431701292749,0.3925236041741453,0.4400624204886379,-0.29528399758286333,-0.21677511196277316,0.0668532700776893,-0.08358518799338636,-0.0754093373948688,-0.003457599100528862,1.5465155252364016e-17
ppg_green_p99_p1,0.3481305239172572,0.02831806717846901,-0.09504677978521489,-0.042557400540549045,-0.02826388226432593,-0.03448929264866052,0.007328983803239358,-0.013703434670587818,0.09028350344649179,-0.08200957713258811,0.23739516984521047,-0.20197036472522067,-0.3219132095379965,0.21079496540956055,-0.14743863561147605,0.19936103998025295,-0.18644407622494324,-0.5166679814337077,-0.01786952535347073,-0.4912545629436618
ppg_green_ddx_kurtosis,0.1825217697548563,0.15878887281023,0.03655460526874,0.0763803733826211,0.3775589639501706,0.42187860060215,0.09508870858370738,0.47278370019996857,-0.5157272983944359,-0.06254999930709086,0.13730797108121678,-0.2500188667684574,0.14818015503573445,0.03343287431154601,-0.020249227669586308,-0.07119695976568205,0.014416262195433523,0.0339342400301226,-0.006285369777019036,3.940683510877244e-17
ppg_green_p1,0.03787919032342113,-0.31022560886107664,0.4580350393591149,-0.2766384310805922,-0.12326043786551372,0.0617626975995015,0.024029697928293552,0.164056274107416,-0.017299949152438498,0.07590689790546118,-0.10508804850976537,0.11333341479031878,0.136241183772792,-0.26024531599323375,0.20700738275828898,-0.26837945635590194,0.2420259706545618,-0.11255173603239953,0.01841955367299729,-0.5165258388391529
ppg_green_kurtosis,0.11402295014864221,0.3390425596861599,0.24267441259589,-0.0019448984397322634,0.2811596264793856,0.07772542518904808,-0.0031554326588573833,0.038447137343741354,0.7257287642719131,0.04949315806678831,0.07860333558842109,-0.26844802899750875,0.2981924231356277,0.07119871723184157,-0.01740670172971997,-0.13120478824048093,0.05719282293341989,0.06598143626417162,0.008322389615466722,-7.574694290280062e-17
ppg_green_ddx_mean,-0.06093388647334298,0.14514417157778123,-0.04324778996763341,-0.35694007260446836,-0.05778054984450488,0.42669994700949704,0.6452478827789533,-0.4799764803247578,-0.03507518398096449,-0.09799039295666727,0.02799259098870438,0.03142136473633347,0.02780058531737364,-0.010964749003529322,-0.014259537004216413,-0.005119380293298532,-0.006076477697308504,-0.006735354647897865,0.0013241226625019843,3.517184364954438e-17
