feature,nan_ratio,variance
ppg_green_mean,0.0,1409594519.0227282
ppg_green_std,0.0,79614499.1794259
ppg_green_p95_p5,0.0,627518552.686036
ppg_green_p99_p1,0.0,1030267522.4474393
ppg_green_trim_mean_10,0.0,1417474625.6521304
ppg_green_mean_abs,0.0,1409594519.0227282
ppg_green_rms,0.0,1417163590.174853
ppg_green_crest_factor,0.0,0.006584732810628928
ppg_green_shape_factor,0.0,4.724309727272672e-06
ppg_green_impulse_factor,0.0,0.006998252966997235
ppg_green_clearance_factor,0.0,0.007188376998480222
ppg_green_mean_cross_rate,0.0,0.00022337044643822268
ppg_green_tke_mean,0.0,677809276381060.0
ppg_green_tke_std,0.0,1.071454510943264e+17
ppg_green_tke_mean_abs,0.0,677809276381060.0
ppg_green_tke_p95_abs,0.0,900098.6410190103
ppg_green_dx_mean,0.0,6655.474901687402
ppg_green_dx_std,0.0,1660390.0645996341
ppg_green_ddx_mean,0.0,8.153270389677322
ppg_green_ddx_std,0.0,3133957.7511039455
ppg_green_dx_kurtosis,0.0,200.3715581808417
ppg_green_p90_p10,0.0,504107457.08336484
ppg_green_p99,0.0,2099844624.4114401
ppg_green_p95,0.0,1864700361.1881042
ppg_green_diff_mean,0.0,6655.474901687402
ppg_green_min,0.0,1136658305.1715124
ppg_green_max,0.0,2147215399.7365222
ppg_green_range,0.0,1109305887.9490466
ppg_green_median,0.0,1466067784.2237725
ppg_green_iqr,0.0,240684326.98759365
ppg_green_mad,0.0,39393889.51390657
ppg_green_skew,0.0,0.608026292293622
ppg_green_kurtosis,0.0,7.144794935109397
ppg_green_diff_std,0.0,1660390.0645996341
ppg_green_p90,0.0,1815830351.1582708
ppg_green_diff_mean_abs,0.0,121774.19510833491
ppg_green_diff_rms,0.0,1660314.2528866995
ppg_green_signal_rms,0.0,1417163590.174853
ppg_green_signal_energy,0.0,3.802748607199839e+25
ppg_green_zcr,0.0,0.0
ppg_green_p1,0.0,1138992641.6718059
ppg_green_p5,0.0,1160004343.4514875
ppg_green_p10,0.0,1197653271.9394915
ppg_green_ddx_kurtosis,0.0,289.31928772935584
