,ppg_green_mean,ppg_green_std,ppg_green_min,ppg_green_max,ppg_green_range,ppg_green_median,ppg_green_iqr,ppg_green_mad,ppg_green_skew,ppg_green_kurtosis,ppg_green_diff_mean,ppg_green_diff_std,ppg_green_diff_mean_abs,ppg_green_diff_rms,ppg_green_signal_rms,ppg_green_signal_energy,ppg_green_p1,ppg_green_p5,ppg_green_p10,ppg_green_p90,ppg_green_p95,ppg_green_p99,ppg_green_p90_p10,ppg_green_p95_p5,ppg_green_p99_p1,ppg_green_trim_mean_10,ppg_green_mean_abs,ppg_green_rms,ppg_green_crest_factor,ppg_green_shape_factor,ppg_green_impulse_factor,ppg_green_clearance_factor,ppg_green_mean_cross_rate,ppg_green_tke_mean,ppg_green_tke_std,ppg_green_tke_mean_abs,ppg_green_tke_p95_abs,ppg_green_dx_mean,ppg_green_dx_std,ppg_green_ddx_mean,ppg_green_ddx_std,ppg_green_dx_kurtosis,ppg_green_ddx_kurtosis
ppg_green_mean,0.0,0.34677860995111565,0.9036928042607258,0.8958889392161784,0.3316592477741442,0.9948793478372743,0.3316009531433819,0.36918038542496356,0.3066944476680613,0.04876210442372974,0.0125523821571447,0.14546910477059175,0.43824179773762395,0.14626900397479264,0.9998934094362468,0.9925813651964333,0.908933258725201,0.932289210799866,0.948356377625735,0.9669146024995173,0.95797263344146,0.9037961685566932,0.3733605645625417,0.3838137523483082,0.33460427282137767,0.9999105966557623,1.0,0.9998934094362468,0.09340524652520668,0.11776088574279912,0.09371367258343859,0.09408244445376573,0.22269785421517294,0.006353541268218999,0.015100803823670522,0.006353541268218999,0.4445793511789326,0.0125523821571447,0.14546910477059175,0.1547975852970549,0.06153647411477846,0.036279613931920474,0.06481032390233175
ppg_green_std,0.34677860995111565,0.0,0.04573068225729333,0.6382701170575344,0.9342985974800893,0.3519286283517144,0.9340753423959972,0.8726389022528513,0.05254753172536813,0.11211877528928456,0.08612510636849727,0.46018301599120726,0.6947682602843398,0.4650308184247514,0.359277975912894,0.3491587968834367,0.0364283296905434,0.009003392789209736,0.04680609410661735,0.5541922107351882,0.5721851144478067,0.6340567048717163,0.9796630280499834,0.9741014517696902,0.9435067265437451,0.3444306728129554,0.3467786099511157,0.359277975912894,0.7380676096135528,0.8785314149059246,0.7449020543762961,0.7490461756297161,0.05135887927788848,0.24968016762175657,0.2378552747234409,0.24968016762175657,0.6969169968348081,0.08612510636849727,0.46018301599120726,0.12848469788954378,0.31908720581609595,0.21951893736700143,0.3947958688498266
ppg_green_min,0.9036928042607258,0.04573068225729333,0.0,0.6959694705777397,0.04397047712360265,0.8861271223937005,0.037456292469664004,0.02030506822928417,0.22635190150432047,0.10512557319637625,0.06184963114811623,0.02336711085260896,0.14896558889995368,0.02466744058095989,0.8987321992030658,0.8938439243714039,0.9996996160360144,0.9930024101219744,0.9837649465005119,0.7917594831505508,0.7778393406594842,0.7054896074859304,0.01364578054159821,0.009249825166903501,0.043941609537082246,0.9029033651218827,0.9036928042607258,0.8987321992030658,0.15547109969019038,0.21612401030021441,0.15839090528789057,0.15995760798155717,0.23084528414295366,0.08262422205663048,0.0860594259551514,0.08262422205663048,0.14988608902511155,0.06184963114811623,0.02336711085260896,0.07907799038881701,0.0467205030536401,0.12362951407691132,0.0897574209613377
ppg_green_max,0.8958889392161784,0.6382701170575344,0.6959694705777397,0.0,0.6867747663590779,0.8863506471923923,0.5440572608585628,0.5448416254660517,0.05899638402663092,0.15032720470886674,0.04092170001812181,0.490220003687385,0.6631394115466326,0.4921320940886799,0.9006820572677637,0.8886020841779072,0.7046922148969953,0.7386582572075072,0.7613287330797005,0.9418502169652373,0.9470091532484413,0.99964603118756,0.6140674348755165,0.6281786128597275,0.6861910066790955,0.8919630417381197,0.8958889392161784,0.9006820572677637,0.5238189434968792,0.4408077390464173,0.5243087927651097,0.5246748526500493,0.1937734159179216,0.30825931406771767,0.29715149378637157,0.30825931406771767,0.6082951058114595,0.04092170001812181,0.490220003687385,0.14619217966872386,0.38471378232357656,0.19881574795881762,0.260249895329726
ppg_green_range,0.3316592477741442,0.9342985974800893,0.04397047712360265,0.6867747663590779,0.0,0.3361698097272266,0.7948470772274828,0.7374691999624609,0.14704547774345866,0.3155598141855124,0.1195407371808477,0.7056829670376525,0.7718165683794744,0.709659468878735,0.3433491703362343,0.33149081156010524,0.031530699586901925,0.02250458562451121,0.06339604667481806,0.5089088026329596,0.5301770014923857,0.6766455070259834,0.8681480200199488,0.8833306900750315,0.999158609993679,0.32699636781182234,0.33165924777414435,0.3433491703362343,0.8861509730786408,0.8320559050081616,0.8897880703732566,0.8918832597150715,0.03591763482082146,0.512509315382716,0.5005326097077877,0.512509315382716,0.6945814238906687,0.1195407371808477,0.7056829670376525,0.12334615832058986,0.5825346347173376,0.4017512624084546,0.4529357454257713
ppg_green_median,0.9948793478372743,0.3519286283517144,0.8861271223937005,0.8863506471923923,0.3361698097272266,0.0,0.34339584212925023,0.3774448345100348,0.34779462291532326,0.05052301397143586,0.02398126870445258,0.15015682901916744,0.438381448809419,0.1511297959774232,0.9949736193506543,0.9882906616837316,0.8914240701105319,0.9156821098042867,0.9335345105206868,0.9575783664965746,0.9472258784582999,0.8943723617505801,0.37848703831030983,0.38786760340033866,0.3395603753134089,0.9950700556969889,0.9948793478372743,0.9949736193506543,0.08066495994877768,0.13118061672666576,0.08176858206231366,0.08253427047384043,0.21827090727655651,0.0005472748492282879,0.008187811875370614,0.0005472748492282879,0.4384904802492438,0.02398126870445258,0.15015682901916744,0.14904786719684154,0.06757506615962097,0.035395491011222455,0.06350930944485578
ppg_green_iqr,0.3316009531433819,0.9340753423959972,0.037456292469664004,0.5440572608585628,0.7948470772274828,0.34339584212925023,0.0,0.9443590912761146,0.06795021466028521,0.05738305609889421,0.06148486717999647,0.306928506575305,0.590334266842267,0.3112547446993917,0.34367600036863855,0.33565760282770846,0.02962963294743229,0.007650225597958609,0.03742265824607108,0.5184389946297653,0.5271557773070651,0.5438852294074427,0.9262698193380863,0.8983188889257264,0.8076259229510644,0.330941347708968,0.33160095314338195,0.34367600036863855,0.5470192947825565,0.8387660475176558,0.5569343815587382,0.562704871727839,0.09432299228440548,0.1123747644100016,0.10174896980105408,0.1123747644100016,0.6180633929759379,0.06148486717999647,0.306928506575305,0.1292522634472502,0.17497439679299998,0.10811895503729436,0.31214580540988296
ppg_green_mad,0.36918038542496356,0.8726389022528513,0.02030506822928417,0.5448416254660517,0.7374691999624609,0.3774448345100348,0.9443590912761146,0.0,0.09902094058840584,0.10527725984301045,0.04533086284613987,0.23670361808932802,0.6063987966190089,0.24044952482893575,0.3795135162660309,0.368225347847404,0.028096662252718337,0.0671425676901132,0.0980615880498249,0.5459929495808707,0.5557597309000618,0.5464038642888699,0.8850984005228132,0.866740091989625,0.7505257558374079,0.3692202997166847,0.36918038542496356,0.3795135162660309,0.4770357043025054,0.7242183952605075,0.4847346667230613,0.489449434514658,0.03767325944796258,0.025286614098218453,0.013822544125521592,0.025286614098218453,0.6436844146023383,0.04533086284613987,0.23670361808932802,0.14947787169647286,0.09568060128275457,0.03530467814588577,0.2576215416829814
ppg_green_skew,0.3066944476680613,0.05254753172536813,0.22635190150432047,0.05899638402663092,0.14704547774345866,0.34779462291532326,0.06795021466028521,0.09902094058840584,0.0,0.13964363248226846,0.09699217517212158,0.2571998788805132,0.041164020707497015,0.2571148476331545,0.30463121029602847,0.306448605114001,0.22777510036654416,0.2560953396118973,0.28311749985209334,0.2381204177419454,0.20334283193214803,0.07075058664337433,0.015545704726295705,0.0023343711384053293,0.1384860438393001,0.31562047425290385,0.30669444766806137,0.30463121029602847,0.4781594622266223,0.11192202884751373,0.4706669504470402,0.46681581870313055,0.006757328076943379,0.2993432439766217,0.3010904382864062,0.2993432439766217,0.003713281456217418,0.09699217517212158,0.2571998788805132,0.13662486334146917,0.26544247636081464,0.051726398518626565,0.09866531590945672
ppg_green_kurtosis,0.04876210442372974,0.11211877528928456,0.10512557319637625,0.15032720470886674,0.3155598141855124,0.05052301397143586,0.05738305609889421,0.10527725984301045,0.13964363248226846,0.0,0.08275032463326717,0.5031392646022727,0.16752548414380244,0.50364035884169,0.046500979064328755,0.04682976179404469,0.10019703216015353,0.06763939425539471,0.05932514794591478,0.04608103803863312,0.028219328582007114,0.13812583499009218,0.003983634898371967,0.043318689193424444,0.3025453073670523,0.05436630919637524,0.04876210442372975,0.046500979064328755,0.4546302739504054,0.16183024582011124,0.4508013999139256,0.44841723557557,0.16869265559120927,0.48225619886986093,0.4827529791538113,0.48225619886986093,0.06838127488294506,0.08275032463326717,0.5031392646022727,0.07797066774994539,0.5200975768477979,0.7781579958916699,0.37593734973286064
