feature,pca_energy_score
ppg_green_p99,0.19802588258352655
ppg_green_dx_std,0.1959962123929682
ppg_green_tke_std,0.19450336374427055
ppg_green_iqr,0.18698256702920463
ppg_green_dx_kurtosis,0.18680493172283774
ppg_green_signal_energy,0.18366243587401987
ppg_green_p90_p10,0.18250444297299792
ppg_green_mad,0.18155135808148118
ppg_green_crest_factor,0.1797450527350517
ppg_green_tke_p95_abs,0.1770077505559951
ppg_green_diff_mean_abs,0.17684489728482364
ppg_green_shape_factor,0.17041417503220724
ppg_green_p99_p1,0.15743130106643943
ppg_green_ddx_kurtosis,0.1561021652280713
ppg_green_p1,0.15327365342289653
ppg_green_kurtosis,0.1522391266221367
ppg_green_ddx_mean,0.1327223976274177
ppg_green_skew,0.1323546732379233
ppg_green_mean_cross_rate,0.1261783153784821
ppg_green_diff_mean,0.11356208603735683
