PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.31776268953391146,0.31776268953391146
PC2,0.17473488677757076,0.4924975763114822
PC3,0.10207932937072109,0.5945769056822033
PC4,0.05776838680935947,0.6523452924915628
PC5,0.05150578686702057,0.7038510793585834
PC6,0.04286980215025442,0.7467208815088378
PC7,0.030246046463954377,0.7769669279727921
PC8,0.026930260424741368,0.8038971883975334
PC9,0.023135811323801922,0.8270329997213354
PC10,0.019785325362889742,0.8468183250842252
PC11,0.018085732208915576,0.8649040572931408
PC12,0.015821300517390145,0.880725357810531
PC13,0.014861766672104993,0.895587124482636
PC14,0.013113330660204509,0.9087004551428405
PC15,0.011465427470411136,0.9201658826132516
PC16,0.010704588382173834,0.9308704709954254
PC17,0.009855932675470136,0.9407264036708956
PC18,0.008451873922969538,0.9491782775938651
PC19,0.00663353587783888,0.955811813471704
PC20,0.005135033687998258,0.9609468471597022
PC21,0.004986837112922624,0.9659336842726248
PC22,0.004792213623992889,0.9707258978966177
PC23,0.00432402414570994,0.9750499220423277
PC24,0.004135418990403202,0.9791853410327308
PC25,0.0030980493646231666,0.982283390397354
PC26,0.0026093207542270814,0.9848927111515811
PC27,0.002380107479609834,0.9872728186311909
PC28,0.0020864036424495308,0.9893592222736404
PC29,0.0015531495178410112,0.9909123717914814
PC30,0.001344077552745345,0.9922564493442267
PC31,0.001170434569206433,0.9934268839134331
PC32,0.0009879210001664297,0.9944148049135996
PC33,0.0009241322499608141,0.9953389371635604
PC34,0.0007910485826384214,0.9961299857461988
PC35,0.0006005521271721491,0.996730537873371
PC36,0.0005102515570866799,0.9972407894304577
PC37,0.000457758532635387,0.9976985479630931
PC38,0.000319274348177736,0.9980178223112708
PC39,0.00028398582006239267,0.9983018081313332
PC40,0.0002642224431546032,0.9985660305744878
PC41,0.0002420956165530646,0.9988081261910409
PC42,0.00021392440648153305,0.9990220505975224
PC43,0.00020934260395132689,0.9992313932014737
PC44,0.0001664622533149738,0.9993978554547887
PC45,0.0001333795001631721,0.9995312349549518
PC46,0.00011298266768692841,0.9996442176226387
PC47,9.389044241908795e-05,0.9997381080650578
PC48,8.560170519874095e-05,0.9998237097702566
PC49,6.724920210558233e-05,0.9998909589723621
PC50,5.460148238926656e-05,0.9999455604547514
PC51,4.595014086148988e-05,0.9999915105956129
PC52,8.48940438698351e-06,0.9999999999999999
