,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52
ppg_bp_ratio_hr_total,-0.21502760422589726,-0.023793562577679363,-0.10563626614666038,-0.03902699760499131,0.0692328890956037,0.010315924132871877,-0.10140843926784661,-0.0671649599750805,-0.07608491143270987,0.11502088812830337,-0.09690488038892894,0.016165397787490765,0.042144012727238646,0.10973159849538217,-0.022621776032832292,-0.1652132663388377,0.05533748026004208,-0.024902862043538244,-0.008200882353349197,0.1729953668634583,0.045850929606755485,-0.07796189076735498,-0.4385866878318415,-0.16319897230855496,0.06935876625131232,-0.10736048957600124,-0.09922033880016173,-0.10655587093096991,-0.034820558071504706,-0.10025531052612922,0.1069137513456576,-0.011152898720234467,0.005974981345063898,0.13160277921624236,0.23486256938132208,0.41482075556891945,-0.14771834170876136,-0.05247531542163654,-0.13010386726190903,0.22443480612254368,-0.13156561235966202,-0.008572852662046722,-0.14288639095883526,-0.07490954524685152,0.05121979221267778,-0.02953391723917989,-0.2674410785380734,0.10648794663140015,-0.04028722359184447,0.16951399662875627,-0.1806586714350598,-0.00953559298855855
ppg_spectral_skewness,-0.08573774908177759,0.02536769052099006,-0.311642895161781,0.014392965893962063,0.3057323531164414,0.09339758536009446,0.06286355730641628,-0.0026306960119081447,-0.025286716187599194,0.06471861495973982,-0.09122811049808327,0.08140805333616774,0.0833924086193474,-0.03199323597105565,-0.031674343625909485,0.03069915620603498,0.16065436944770198,-0.09462050262681623,0.2109798211561247,0.11539601020598693,-0.11150598810531055,-0.1606069450596116,-0.0026779313548727784,0.07441159294729441,-0.02846291688291423,0.08373803380077223,0.060794929768763266,-0.0908015606998202,-0.0008159173433709491,0.01892312909659906,-0.019121567072607683,-0.002049606974196507,0.18212115924261393,-0.13303471653376137,0.04891533515360379,-0.15023896542369092,0.03134545816672988,0.0003085776538171714,0.008064483355590582,-0.19660685670990774,-0.05571011101505778,-0.1302188044788828,0.03197329409059202,-0.072933518103163,0.08358047256043558,-0.02509209689188205,0.0226531886500399,0.37581929929052305,-0.5158483481282431,-0.18047231812608422,0.09354797093151007,0.0569330365180859
ppg_spectral_kurtosis,0.025939302967585027,0.03698651347060397,-0.3216624514306057,0.022618959842421467,0.30007736844232547,0.12298511774065723,0.0753090731305727,0.01931091884821865,-0.09128596945708237,0.08272689968083977,-0.1740177804846952,0.03744205016163814,0.04982291810391881,-0.027958374562124338,-0.0846147787290759,0.02941228844652502,0.23644988085722082,-0.08587274398359128,0.08555553725255378,0.0845237433173314,-0.1944115670958856,-0.09566111493112503,0.19299331128359412,0.21692526738498516,-0.19706080025991915,0.17668427069669246,0.1669626957780025,-0.044022556053569736,0.09739115144236576,0.057883131737520736,-0.14140520369755422,0.03363289785236377,-0.10616761361278679,0.017530364906743395,0.054819023114826025,0.15592296149639134,-0.04187620639428433,-0.1340447838481014,0.011866344876336424,0.3057771840533559,0.1436343389921091,0.12321305060097548,0.07571478919202856,0.026575455622249,-0.04460510656836824,0.08853545510245284,0.08695850735291505,-0.21567938381190863,0.3237537336870804,0.12993094906308214,-0.03901641161762133,-0.012400922400969808
ppg_spectral_entropy,-0.22118932688156553,0.041978365429319056,0.06194734778259621,-0.1745764452579189,-0.018952528443594317,-0.05706341440200315,-0.07438031516178088,-0.06265260396672924,0.003483569085227094,0.05968062037678033,0.035871701292630044,-0.05507798755509889,-0.03483306687480063,-0.12024701419170038,-0.03387370801750198,-0.04674568201882041,-0.013953678329577869,-0.11123421195393227,0.010579843366151712,0.01932666897366847,-0.019416480990554486,0.06831218663628319,-0.06010682564099828,-0.03310586026533705,0.1080889099223586,-0.0101333965280909,0.08715909438662878,-0.04221481668209022,-0.04469294123955392,0.07736921842266285,-0.14701944508253592,0.1260759880433722,-0.16444030987141545,-0.027976053313346183,0.09956964006053493,0.0575857270272576,0.06308950129601477,-0.08702411290866147,-0.020117832611731737,-0.038501792281596704,0.0003360285992399384,0.3739521844638394,-0.06872149078138037,0.5172445254120277,0.16506710240394684,0.3637955427191985,0.06680420949585228,-0.18792403717951525,-0.30204085339351816,-0.059058244196048965,0.14195000189972976,0.06873407781729944
ppg_spectral_slope,-0.23438516606621648,-0.009518060872065767,-0.02124807081017046,0.0133624628834369,0.13258096410326808,0.017025617949821183,-0.02541720824447946,2.592582401750349e-05,-0.023747868153137727,0.019964243277130568,0.002284708390468933,0.021286925611228417,0.03906093227529829,0.04102414761029683,-0.018574504135202227,-0.027878540862790416,0.0636328458584359,-0.020525994649434637,0.13791010584452387,0.09725435162097822,0.03379230924410349,-0.10887655205488167,-0.19727046553114602,-0.082253263536655,-0.007821538855869246,-0.05905542812907903,-0.04764802685575098,-0.07456754722459266,-0.12703635063374333,0.015924570077555773,-0.061719043100950804,0.04627632125777184,0.09159125841516466,-0.04002546440557548,0.17596644436176154,-0.1712946230104924,0.035113421104208814,0.0014388707179020955,-0.10889185594047343,-0.3318389182625086,-0.23186175409613394,-0.06547664747529958,0.06624947025000004,0.10071281268964367,-0.3514701217876798,-0.2810667728391627,0.144111445127457,-0.4876176949583339,0.19482227501154514,-0.1720875660555562,0.002339922875522739,-0.0005690068562469175
ppg_spectral_rolloff_80,-0.1834057151377143,-0.05313512752202244,0.23519724823466978,0.04722641128510226,-0.008118428801586551,0.008568303145042665,-0.046046793064368485,0.0476793643775404,-0.08522247753300373,-0.026357527443515733,0.04926884518614497,-0.08389659543053984,-0.006459729473075924,0.10064402683811488,-0.14039272813889278,-0.0813184738193812,0.06454618555900463,0.050147965822075334,-0.09978787702563698,0.05434927829337735,-0.04282573802108896,0.010357107247001462,-0.09659709654559377,-0.05643109875292934,-0.45559570762281515,0.011955342064862165,0.11770532355401563,0.17990030843835056,-0.3227806990999867,0.26675437272769753,-0.03630770548577991,0.07743355772964196,-0.1927332572100331,0.30533391691312356,0.09218227988053035,0.012007565578815244,-0.018409627522594063,-0.16335787700944804,0.007659616258750855,-0.07650583710098896,0.18157765903070783,-0.10259598241686343,0.2904503395536384,-0.018811617904951256,0.03188561082862759,-0.06939004059441654,0.13778861547898835,0.2208582094907695,-0.049713579890479115,-0.0038828057943773864,0.02424511745786942,0.00823734654463723
ppg_spectral_rolloff_90,-0.20368465480193831,-0.03344969735421727,0.2077200161124144,0.05794478400513586,0.01473214455103304,-0.029809075195850524,-0.05081323783021767,0.014982241507117284,0.043073182500561406,-0.0023203235704505627,0.1399000494507569,-0.024946268286468933,0.054921881788566655,0.045227185433303084,0.004268502680180795,0.022027837966528577,0.0022237064397109462,0.02179414593304551,0.016721742198734034,0.06860273369160257,-0.04882615079642058,-0.005953139416544573,-0.05111692473043094,-0.04026173080879149,-0.09349645721056243,-0.0019334273437130456,-0.09996141150847818,-0.1449141276531965,0.26941891350993,-0.239151253504221,-0.10396235154316369,-0.0794459932538662,-0.15377021352442133,-0.4006728925739827,0.03525798875136513,-0.07493624229339739,-0.22466722227153688,-0.24646013608757417,-0.1373133360360669,-0.12141215094925599,0.46496924942937445,0.04342593368371529,-0.03932824027826359,-0.14500340101014267,-0.2698123968337009,0.11134679777511658,0.01599308465592711,0.0655548189213596,-0.05407539159368974,0.08538930761826134,-0.05321819650112157,0.03592055572706901
ppg_spectral_rolloff_95,-0.2173078842022504,-0.014420455650746063,0.13312178058371898,0.0272253125510979,0.03881521927876788,-0.04579582668368056,-0.007007633312546431,0.007424810445289674,0.11853064509716944,-0.004511854043826833,0.18424902908364899,0.04770575125782063,-0.0012048499793910292,-0.06680680392390484,0.03953337398210776,0.11111241029957762,-0.028013722945048173,-0.0756535210198693,0.1710284934018137,0.05448933209465941,0.05448630663089375,-0.12684093635809346,-0.03738579649207647,-0.0962748854568915,0.21367031617216864,-0.045989287217900784,-0.005283987366662454,-0.09500245380615933,-0.2216531806719514,-0.10665777324587723,0.07674415890855965,0.027251246794300157,0.4846030412281138,-0.0401128556382776,0.031511362509713516,-0.0011853668811125807,0.14638235222900783,-0.16439120561710027,0.2379034843418152,0.3003435709947562,0.25560787871675356,-0.020755113164888678,0.21489887006491512,-0.026501167405108328,0.21606887271787847,0.014478220611454984,0.23041543005612103,-0.010618656722268157,0.14444491567486303,0.042649833972552564,0.031335678081086143,0.014256302888863481
ppg_spectral_flatness,-0.19734835383659488,0.03613973288877234,0.09162043307759736,-0.07594573537484171,-0.029020174912190704,-0.06478752880834136,-0.0418474282595532,0.028946439654672945,0.18568481079165444,-0.018723068187007638,0.25208388425495937,-0.07584373076806498,-0.03679349999847994,-0.2624890842626612,-0.06361122441748826,0.17145871458317571,-0.03986908590799085,-0.23843165968651603,0.14472241322723295,0.11425490781417327,-0.2549928233292885,-0.07335644460289327,0.1483095438080081,0.049862549251616255,0.3095838048667225,-0.0621122775095124,0.06741016854986079,-0.10348840793011847,0.16196437576096157,0.18706185139599554,-0.08725588918506622,0.16908210028220394,-0.30774074383033145,0.28797495343784196,0.09943838333742824,-0.03767458402418265,-0.044984585436580446,0.054106853149327075,-0.06207968932073074,0.01854494112340263,-0.08081192388488101,-0.1761556363530458,-0.12178881703084338,-0.23473419227332196,0.007576725774639498,-0.11401876994857231,0.008725837735294104,0.07693437985301717,0.05887138793156097,0.027221194453825787,-0.031097624475053598,-0.024813124216321994
ppg_psd_peak_mean_ratio,0.15637307716498317,-0.08478167233661839,-0.044888708529220174,0.28471098680007456,0.016410057732968938,0.06941489027901304,0.09970419421475467,0.18132788898261387,-0.006020420471038123,-0.2239203371590799,0.07997908037905754,0.06302635110204761,0.13672976220123043,0.2718907538981194,0.00319656154972927,0.08547209466082542,-0.07689773882678788,0.22691969310662075,0.07282412587730211,0.1269101074532818,-0.20315796483001444,-0.15898042743877197,-0.06872920834986315,-0.23576617405457873,0.04738875103264309,-0.07761844902373681,-0.03816268689447484,0.0577718864887058,0.029078968743785197,0.043771327509030594,0.06786659642896775,0.12998094650446276,-0.1498836562923813,0.02185697550819518,0.10966206936602457,-0.3394011236917641,0.22127458762786334,-0.17644025592050067,-0.21343096576079118,0.21172708611312194,-0.08304070553260595,0.23633550992549718,-0.10234013775045801,-0.056813646230094314,0.16148916328081855,0.05407012552749069,-0.0316435623140634,-0.060664925544962646,-0.047520016512884455,-0.022407864272628024,-0.01632527364889122,0.00984069920571648
ppg_snr_dom_band,0.19592979442238354,-0.05383618541944063,-0.016889327411614224,0.24068365592871607,0.006485345763426213,0.03932928809326976,0.06102182378939442,0.13956002967628758,0.015054523789928827,-0.1492808903752733,0.052144170934750204,0.040105125969650775,0.11272632674803644,0.20971187058059057,-0.0030571600582534734,0.08194725728928236,-0.059075380280350254,0.14764017477250738,0.12173588350895095,0.06709548351479575,-0.19315653104136132,-0.1423661797109592,0.04823757456983892,-0.12739338267860725,0.1801692344117805,-0.07729784338192984,-0.10703025630004384,-0.05492555395093296,0.06566858466790353,0.05025852849852264,-0.11284417987412337,0.01094633091074109,0.0014998404201193583,0.13808093047647338,0.022402436726096556,0.4560679000844615,-0.1819721849690619,0.15553242989881103,0.2687832048733659,-0.24582817716358712,0.15313474930832482,-0.17793357542278573,0.060379450058957174,0.28441901923405755,-0.1010255152700539,0.0981455812814122,0.08905470045595959,-0.014796212730469268,-0.046994124428934456,-0.002113849976209184,0.06864603546720832,0.0021946415225828145
ppg_harm2_to_dom_power,-0.11474347177938175,0.03721769001018749,0.06615938885420282,-0.18050883413037044,-0.11757420892459455,-0.035960586564319136,-0.030479425634441188,0.040636251049345325,-0.23810449559758795,-0.48648720741477613,0.01861852339611608,0.1615839341640507,-0.04308419311849867,-0.27992181403058747,0.13695793358061217,-0.3599764177073754,0.3338904799302015,0.3528224026535586,0.06758508954649674,0.0200998363071479,-0.04764590710905993,-0.16400501689330665,0.10762451147294645,0.15306293035409096,0.040556689646736976,0.015022575333644962,-0.03053668839348868,-0.08655269466228623,0.07143641353120861,-0.11015998424683059,0.16997767434153954,-0.007649376839833161,-0.005907655396696774,0.10719831900247695,0.06155212467945871,-0.001498750127190751,0.033576410429852876,-0.01430248533220263,0.02170973832756487,-0.04848946667044751,0.020992535188236405,0.002699224850480471,-0.006597338793671019,0.011846191270757506,0.020553974933379307,0.004727350254095089,0.008106372921579341,0.004644716181547048,0.0028191854888991452,0.009045848310080207,0.009461304153986494,0.001606375597776405
ppg_autocorr_peak,-0.05156194982240203,-0.16801997399632165,-0.07789755557908197,0.4043916924209843,-0.0010257971258627633,-0.03279464769859158,-0.05610306330585524,-0.013524870783129216,-0.20727285524204866,-0.11661914832148564,0.1352232291194157,0.046321233179780076,-0.1253536841995955,-0.11175615717621641,-0.08213290291694393,-0.0986548006159045,-0.05166742243769861,-0.15626205027163687,0.0733296427675948,-0.17364860574765711,0.1013593576964683,0.2136442489511786,-0.10374773040048967,0.061732158052916,-0.1276691842508216,0.16582475971499905,-0.015865071936886566,-0.029367169546287496,0.028225553423427252,0.0834552710080161,0.001428546983295892,0.14914072291007302,0.04033103347497363,0.02701307111571284,0.1476494983958978,-0.08645610352623531,0.025928617890928596,-0.1357339795222242,0.4227609525821474,0.06743557394238546,0.020726985695329953,-0.13410780510682008,-0.4171543998026165,-0.024198658492676717,-0.08795936553418471,0.06207856462204739,-0.09016113547693905,-0.08915759212232083,-0.06207590743569069,-0.06436050365480167,-0.04839026870708962,-0.01934998797247428
ppg_autocorr_lag_sec,-0.16246643759596432,0.030356307248913878,-0.155190327949483,-0.1977749163187635,0.0814167272813417,-0.06520306206027612,-0.04338447939207896,0.07366097569749643,-0.1870115013250969,-0.0463292552645991,0.20474772339370345,0.166647276970975,-0.06634480986368048,0.22454680632587481,-0.11838141015389286,0.1462141672226014,0.0067368371177831095,0.13730667587737388,0.005953130341766872,-0.13782319873077029,0.03046512644863285,0.33565503738995306,0.19998298003260093,-0.30341144621264493,0.21986483207446866,0.25563883229324624,0.3195719212394813,0.1889397997810344,0.07943148600698793,-0.0802848832898648,0.03915039703453135,-0.08314227294369529,0.016564071173393848,-0.0165509525668458,0.13368814454818723,0.16844581184841156,0.16018680876725955,-0.13577355835783295,-0.044937221166936825,-0.10871945546299719,-0.061694243972003085,-0.012448419243776543,0.05705149622466936,-0.06144789001979509,-0.10157249190233097,-0.04843094538871118,0.005881900957505154,0.0583406519997942,0.00027652042129013704,0.06024199398012059,-0.04941669923531018,0.0092482461584526
ppg_autocorr_peak_width_sec,-0.1161250089638682,0.0687721339527221,-0.212428110696988,-0.13521076083615172,0.21408821217924878,0.018497418954574203,-0.130141757615043,0.018138045951249872,0.12970533259320635,-0.03171383141710247,0.27852891224269694,-0.060202736457392506,0.2010656970873433,0.13762196367759613,-0.07793864986154944,0.032831587517460216,-0.06993659430326624,0.29047884352373654,-0.3744744079114863,-0.0652267226805405,0.13169139517604458,0.11790786681497512,0.19118851238054416,0.1031904901648028,-0.0794236197470764,0.04352208457445858,-0.3035017953714686,-0.41214450512279854,-0.1250797883357708,0.010099888753930537,-0.0866395026661285,0.211437509811887,0.023260980803882364,0.08487455765328165,0.045246461490439774,-0.07021221829377361,-0.049579644340606674,0.08601415685117034,0.024103595438178194,0.08454557469181173,-0.015567802937183142,-0.036991041458001445,-0.01533915049676289,0.0004984625691200062,0.020153126600153864,0.02275118825238487,-0.028397216638317846,0.004651318895738665,-0.007190863914506768,-0.042324048500837486,0.03516252771565183,0.007801078637339975
ppg_autocorr_peak2,-0.04110349402991476,-0.14850339752341535,-0.14271228703625155,0.36946794033046176,0.0209032363921575,-0.02893415545660371,-0.2561475168850178,0.17636324156550617,0.06921301073729103,-0.13021453203865427,-0.009951360443365285,-0.09044503136661144,-0.10941398903479158,-0.1438970478645112,-0.02789442892765974,-0.13584702730691586,0.06318355658707914,-0.055756925256980415,0.016060453706775522,-0.13858938901761772,0.12589097807382088,0.1543280460058914,-0.09120430654828449,-0.11143913638697556,0.0846609214475757,0.11484203803017488,0.13350471151149818,-0.07928525365776003,0.17261650048125365,-0.037447514177598645,0.03922935053990087,0.16314113632580649,-0.02776716795974265,-0.10569414975978031,0.004844930732324778,-0.048300862664320765,-0.26551524863923726,0.27653251228813025,-0.24810413850116503,0.08048023973133761,-0.028431354640785694,0.0486803461708564,0.38776623708548386,0.10902968887442305,0.16267080107145226,-0.10239793249207801,0.07671996162128805,0.06875141009973937,0.053629064834989096,0.005568149884534468,0.057995987380676385,0.010605859097684522
ppg_autocorr_lag2_sec,-0.038539518512144544,-0.025852637321330838,-0.055184062134164796,-0.22632283327577207,-0.1355928511411746,-0.06059700915224062,-0.3177767613363513,0.3654252720933189,-0.05978975480961387,-0.15342770618835044,-0.13095653715818434,0.2319661443096918,-0.3719831501176708,0.4010494263673379,-0.12020109551101162,0.13408218734457458,-0.1357994772107029,-0.22996934477688455,0.1356723006366414,-0.018112941558707907,0.12239359387844861,-0.1992283400581054,-0.003322266753850861,0.2745322342335762,-0.05695412127294644,-0.03584245317374792,-0.09940050041637352,-0.06548426912717249,-0.0070139753625610285,-0.008473454011556573,-0.0074970706162622806,0.06111471916848961,-0.0049716352216550505,0.033341618911763266,-0.04749183751120489,-0.03367439204408895,-0.016015953712650445,0.029561180877781076,-0.02806446238159125,0.02668634720763835,0.03724604366617458,0.028339576642194525,-0.006938675260351815,-0.0200827744840332,-0.02888606290340731,0.05022757992182836,0.0017687163732544309,0.006494578448347388,-0.021577663151581133,-0.009361773873959985,0.028476633745551483,0.0023056495833599366
ppg_autocorr_peak2_peak1_ratio,0.006702650427539866,-0.0016135720860488243,-0.0976726928160644,-0.02945123021470162,0.0678778164628142,0.00849206668487078,-0.38670843955217193,0.35475378325604523,0.5534179695731014,-0.0693241942904622,-0.21995805653982486,-0.25497433301706174,0.0583795517334233,-0.0666876123301814,0.09170016022153936,-0.06523457019450692,0.18756852807574728,0.10412215751848704,-0.0894468942455663,0.03346981606586266,-0.04774348375772192,0.06881896825630684,-0.031080814338685106,-0.041979811777283244,0.02314137863873081,-0.016354092526769087,0.12257835907062034,0.17088702709743725,-0.03446250733084279,0.021819136404169687,0.036964582207398324,-0.14651307178580975,0.05486619444302143,0.027111743948609254,0.009204327768034662,0.005448564132962991,0.11678386044361497,-0.16466410087344194,0.1675421217706406,-0.06527508813682542,0.03548584904728022,-0.027445306874689532,-0.18513860006329083,-0.03923248967969967,-0.08271808991719874,0.03855419795042159,-0.02144005904238938,-0.05649428715245691,-0.03600088419924091,0.01286068165815418,-0.04303949408828936,-0.0008035158549043186
ppg_autocorr_energy_hr,-0.009934700415934236,-0.11708596126850053,-0.2015325537791026,0.3825319252061951,0.06411877545519706,-0.07154617376143438,-0.1532558773968979,-0.10803474702377863,-0.11536060971465323,-0.006377673339893607,0.20359100482477382,-0.027889464578155904,-0.15860919213055324,-0.09573028887056637,-0.05031779429103754,-0.0229782026106252,0.002253475972367521,-0.06382294483731538,-0.22010994152514,0.03696958435752506,0.02113237933048112,-0.13136598461767884,0.05814847656100293,0.21195753860188687,0.16979162121815336,-0.179152346233478,0.00765493083058999,-0.03233116296428605,-0.22550706863161862,-0.11902123702029452,-0.12999915000534146,-0.2992661720548797,-0.020273909663627715,0.14591819607382295,-0.20350177376035308,0.13175635268888686,0.2559305074656715,-0.13000844303704606,-0.21048574717252458,-0.20774968802856658,-0.002166075180125848,0.1535308119925509,0.03161425483017323,-0.10556748185054579,-0.067916504280513,0.08877730275925633,0.02524536674505423,0.027550070984735303,-0.006029638005683586,0.08959611575420173,0.004024529788556067,0.021313244676418514
