feature,nan_ratio,variance
ppg_green_mean,0.0,1267813290.6071773
ppg_green_std,0.0,116680156.65527172
ppg_green_p95_p5,0.0,992966286.9151585
ppg_green_p99_p1,0.0,1296640009.4157481
ppg_green_trim_mean_10,0.0,1283479814.5572062
ppg_green_mean_abs,0.0,1267813290.6071773
ppg_green_rms,0.0,1275305131.883239
ppg_green_crest_factor,0.0,0.018137646279260802
ppg_green_shape_factor,0.0,1.1248147730097034e-05
ppg_green_impulse_factor,0.0,0.01896077424893949
ppg_green_clearance_factor,0.0,0.01934553227872739
ppg_green_mean_cross_rate,0.0,9.264001907300879e-05
ppg_green_tke_mean,0.0,228508683059976.8
ppg_green_tke_std,0.0,1.0767325182205272e+17
ppg_green_tke_mean_abs,0.0,228508683059976.8
ppg_green_tke_p95_abs,0.0,827984.3699385114
ppg_green_dx_mean,0.0,1457.845935119698
ppg_green_dx_std,0.0,1588634.0921027383
ppg_green_ddx_mean,0.0,1.5519082637850299
ppg_green_ddx_std,0.0,3077282.332702756
ppg_green_dx_kurtosis,0.0,2211.7875012403924
ppg_green_p90_p10,0.0,799133210.992148
ppg_green_p99,0.0,2058839450.3152158
ppg_green_p95,0.0,1887952084.6378224
ppg_green_diff_mean,0.0,1457.845935119698
ppg_green_min,0.0,778859438.0916636
ppg_green_max,0.0,2631440542.2833033
ppg_green_range,0.0,2133741064.7855685
ppg_green_median,0.0,1430309613.8657134
ppg_green_iqr,0.0,344584314.39490294
ppg_green_mad,0.0,51441742.499002874
ppg_green_skew,0.0,1.0894903088634542
ppg_green_kurtosis,0.0,33.87944300750537
ppg_green_diff_std,0.0,1588634.0921027383
ppg_green_p90,0.0,1801964235.678189
ppg_green_diff_mean_abs,0.0,100694.80843455935
ppg_green_diff_rms,0.0,1587869.0362809873
ppg_green_signal_rms,0.0,1275305131.883239
ppg_green_signal_energy,0.0,3.054348983237756e+26
ppg_green_zcr,0.0,0.0
ppg_green_p1,0.0,782940621.7516727
ppg_green_p5,0.0,885987748.8018326
ppg_green_p10,0.0,976624665.9643166
ppg_green_ddx_kurtosis,0.0,1746.9206173426503
