PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3857227838341448,0.3857227838341448
PC2,0.21570144675387798,0.6014242305880229
PC3,0.13439008993364787,0.7358143205216707
PC4,0.07382002043083898,0.8096343409525097
PC5,0.05269264851512605,0.8623269894676358
PC6,0.039483844222150274,0.901810833689786
PC7,0.031782444686543794,0.9335932783763298
PC8,0.02384484488275526,0.9574381232590851
PC9,0.020234068725717657,0.9776721919848027
PC10,0.009772326842966706,0.9874445188277694
PC11,0.004958947664982516,0.9924034664927519
PC12,0.0030191967867651427,0.995422663279517
PC13,0.0019511992945816028,0.9973738625740987
PC14,0.001403136391246834,0.9987769989653454
PC15,0.0006804404312054212,0.9994574393965509
PC16,0.00043063889500143744,0.9998880782915522
PC17,7.865297431959602e-05,0.9999667312658719
PC18,2.0251955676708498e-05,0.9999869832215486
PC19,1.3016778451347474e-05,0.9999999999999999
