PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3857227838341448,0.3857227838341448
PC2,0.21570144675387837,0.6014242305880232
PC3,0.13439008993364762,0.7358143205216708
PC4,0.07382002043083881,0.8096343409525096
PC5,0.05269264851512595,0.8623269894676355
PC6,0.03948384422215039,0.9018108336897859
PC7,0.0317824446865437,0.9335932783763295
PC8,0.023844844882755265,0.9574381232590848
PC9,0.020234068725717643,0.9776721919848025
PC10,0.009772326842966686,0.9874445188277692
PC11,0.004958947664982526,0.9924034664927517
PC12,0.0030191967867651487,0.9954226632795168
PC13,0.0019511992945816018,0.9973738625740984
PC14,0.0014031363912468387,0.9987769989653452
PC15,0.0006804404312054217,0.9994574393965506
PC16,0.0004306388950014362,0.999888078291552
PC17,7.865297431959556e-05,0.9999667312658717
PC18,2.0251955676708515e-05,0.9999869832215483
PC19,1.3016778451347498e-05,0.9999999999999997
