feature,pca_energy_score
ppg_green_tke_std,0.19784503989369637
ppg_green_p90,0.19735062627605982
ppg_green_median,0.1970898187074671
ppg_green_diff_std,0.1956811175972083
ppg_green_kurtosis,0.19401204056536628
ppg_green_max,0.1931187361453498
ppg_green_p90_p10,0.1919814337317394
ppg_green_iqr,0.19002780081713005
ppg_green_tke_p95_abs,0.18507357421921572
ppg_green_crest_factor,0.18298004912120544
ppg_green_mad,0.17938558384193823
ppg_green_range,0.1587900850321889
ppg_green_p1,0.1564088158409696
ppg_green_shape_factor,0.1528276193499821
ppg_green_mean_cross_rate,0.15123230136820687
ppg_green_ddx_kurtosis,0.15045472945659757
ppg_green_skew,0.14800682821799804
ppg_green_ddx_mean,0.1337462064500663
ppg_green_dx_mean,0.08529409213353031
