PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.24247658632449426,0.24247658632449426
PC2,0.17168351006694613,0.41416009639144036
PC3,0.14583963289285407,0.5599997292842944
PC4,0.11344383773840563,0.6734435670227
PC5,0.09777360996277747,0.7712171769854775
PC6,0.09029901783359906,0.8615161948190766
PC7,0.05362792592709367,0.9151441207461702
PC8,0.04449639798607656,0.9596405187322468
PC9,0.026661572262431727,0.9863020909946785
PC10,0.013697909005321569,1.0
