feature,reason,value
eda_cc_mean,|corr|>=0.95,0.9999999999992555
eda_cc_median,|corr|>=0.95,0.9999999917488857
eda_cc_min,|corr|>=0.95,0.9999958945809704
eda_cc_rms,|corr|>=0.95,0.9999958784610475
eda_stress_skin_rms,|corr|>=0.95,0.9999921133610679
eda_stress_skin_mean,|corr|>=0.95,0.9999905119677369
eda_cc_range,|corr|>=0.95,0.9998970453930335
eda_cc_iqr,|corr|>=0.95,0.9996530511912877
eda_cc_std,|corr|>=0.95,0.999633343726913
eda_stress_skin_range,|corr|>=0.95,0.9995122029894785
eda_stress_skin_iqr,|corr|>=0.95,0.9990336419610398
eda_stress_skin_max,|corr|>=0.95,0.9985602867100785
eda_stress_skin_median,|corr|>=0.95,0.9984636291741847
eda_cc_mad,|corr|>=0.95,0.9982231257076501
eda_stress_skin_mean_abs_diff,|corr|>=0.95,0.9978012453056737
eda_stress_skin_mad,|corr|>=0.95,0.9936764858778031
