,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
eda_cc_slope,-0.2314589599133976,-0.33852547290131735,0.5394235300662514,0.11322557316088047,-0.043015021453968266,-0.26450915552212,-0.44522402854621107,0.42928898298154383,-0.20158285828808337,0.18183777984910543
eda_stress_skin_slope,0.4200057084399762,0.2232048200495918,0.2957960307663335,-0.008786458080426107,0.11945294030542795,-0.29532897321969004,-0.48203529153899943,-0.44747790933576964,0.054917625944177144,-0.3861394370938995
eda_cc_max,-0.2050200156893476,-0.4399581131878631,0.5190952927191985,0.03581152985877084,-0.015520397055405618,0.08566954783399017,0.41901752079987664,-0.39855309613663026,0.3543099268724537,-0.1616333245475338
eda_stress_skin_skew,-0.2013021647683878,0.5476922149317113,0.4194733409295702,-0.05843193907519549,-0.10171897562832927,0.037232101979653945,0.3607948560921825,0.025750829091801944,-0.5463749814854373,-0.19759521176548764
eda_stress_skin_kurtosis,-0.34059626687128103,0.5538411834972083,0.17053786086030417,-0.14500894863746683,0.0401328427942465,-0.07947945101056862,-0.11102490192160376,0.11805961088000508,0.6553946469021349,0.2518114320766701
eda_cc_kurtosis,-0.05274369754697174,0.13779299384197222,0.09951955294969686,0.6741301022445125,0.25478121522880737,0.6309704708260998,-0.2226745488544981,-0.03409798261529782,0.00941972919847229,-0.0017595264977837421
eda_stress_skin_min,0.5104578181827535,0.011188655859387144,0.18549899257031668,0.02140079075105193,0.028967915028000585,0.09145500022015679,0.2420499976726045,0.6466996586578078,0.2876434596510922,-0.36836014010607754
eda_stress_skin_std,0.5520004417520468,0.06566849173057109,0.2885408740592596,-0.003872599101780704,-0.03048380255059571,0.059819457696617284,0.17477793532423877,-0.1412649395718406,-0.06493803185768596,0.7405974891434904
eda_cc_skew,0.001475296505003106,0.10487262141459341,-0.1383023219281608,0.7109807839539037,-0.19307782554079198,-0.5910791431431712,0.26464241216602163,-0.013345548258148304,0.08161547597288078,0.029153958691044004
eda_cc_mean_abs_diff,0.058349150844152715,0.02978992462127837,0.018127570592312035,0.030989588646139817,-0.9315157049214355,0.2614049485900586,-0.20636693842600404,-0.05011720911930375,0.09507677248129351,-0.06500982474556062
