,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
acc_x_dyn__quantile_0.3,-0.2211196739042743,-0.10485524231244235,0.20265321674927714,0.06084738437012793,0.160685550639606,0.13189990440631422,0.23257370751416742,-0.026729493003105603,-0.11748339233353068,-0.031990679025892664,-0.026505846664231347,-0.023163041702600282,0.10477271292974953,-0.0764585781857634,0.09516113492405998,-0.024957315390344202,0.05666405558998072,-0.2265691056063523,0.051712043878236094,0.06421722751392674,-0.07030933852452353,-0.08418170176250186,-0.08104958686968036,0.03791050007353981,0.05296705750340847,-0.046898421591986116,0.03409331951602823,-0.8167255345494261,-0.012854519535155332
acc_x_dyn__max,0.20252987521023574,0.12625729488384266,-0.20004051485504587,0.2123655217120883,-0.1383727786065335,0.10784060611608717,-0.19026160899440633,-0.12899339843826627,-0.00011925782172700549,-0.21595779410336066,-0.3611777683001807,-0.02285970636287895,0.1004031301355101,-0.08191001452811689,-0.13561779825185744,-0.05075997952046502,-0.08835794534773847,-0.2941237365634781,-0.20811766394454126,-0.06213208915923426,-0.3896311584160976,-0.036226238745385206,0.015316060104861605,-0.33424275953717786,0.3864606142244369,-0.03178888521216112,0.030338444127725937,-0.03152598283391161,-0.00989963445816825
acc_y_dyn__quantile_0.3,-0.21586091197169618,-0.13822194874824148,0.012037652145491223,0.09858924641792921,0.08426689916470258,0.13341683156216672,-0.35004241750641524,0.19839631352548961,0.08187830736236626,0.05035969339845044,0.055001641677744954,0.049109861864991326,-0.011012668446552031,0.0021427671432454943,0.005041547954888445,-0.03441623072796906,0.037159689816924676,0.0767313225198877,-0.17397144134410772,-0.1324985845114294,0.018295132522022563,-0.5370461853351634,-0.14110053677757414,-0.2794375955771036,-0.19036764554734892,0.45368349599170904,-0.16504844432416654,-0.027495093938334658,-0.09861711173362894
acc_x_dyn__quantile_0.9,0.2185950928298957,0.12646194545237238,-0.16316861638471358,0.08897458310022396,-0.1593929762720117,0.05028511368170202,-0.15792483696815068,-0.006231780443858828,-0.020525529189010353,-0.18047647334648667,-0.19308101262388322,-0.02910107091665654,0.005448260286350175,-0.07957019810376706,-0.241652320487762,-0.16366415965932715,-0.15014202905864935,0.05203808331637481,-0.0193373239950571,0.04404765347507187,0.008618284758708314,-0.28013394880802733,-0.20356687901376816,0.6390018182921241,-0.31770835542830983,-0.08981717013843951,-0.0482189362608995,-0.13709452920745466,-0.01018133548113348
acc_x_dyn__quantile_0.4,-0.1928037593701474,-0.07840430043653186,0.2500442135771787,0.08304139012976747,0.17340671906886138,0.28069555438621474,0.34245486652948465,0.04073783724612687,-0.4401176578373485,-0.17579997426282615,-0.06534792437251277,-0.05465799444791199,0.16548729246376437,-0.08322726532387574,-0.07833777719807859,-0.05342708577699105,-0.012787545132345412,-0.2278269676906914,0.017408260679359865,0.011550160806776035,-0.17388019287675274,-0.08382817650568679,-0.13032034788850022,0.10278686499280895,-0.08144950831073472,0.04938298626687888,-0.11181761879976432,0.4937392779976421,0.040325100674212605
acc_y_dyn__harmonic_mean_of_abs,0.1896520527709466,0.14344208794705313,0.14131268541379216,-0.06366237171842706,-0.18383630742747356,-0.22827035385536226,0.37635567543309434,-0.1830785269139009,-0.10911523925321236,0.05777663555161853,-0.43226919033457567,-0.042105221471621886,-0.18025570512355818,0.16720070164529205,0.32593704790660954,0.269735081931619,0.1541757307482536,0.1277045402333882,-0.14756246889565575,-0.20417079354514944,0.005412615647258124,-0.2876463360145678,-0.0848332934352403,-0.028745207690221885,-0.06889357158602087,0.12174159725292354,-0.033228177091521725,-0.006455680244025944,0.0033241621743622368
acc_z_dyn__variance_of_absolute_differences,0.16328990382591468,0.18260144017190902,0.23564246652942536,0.06913031599157554,0.2965063066828273,0.41352455685982936,-0.02089520456962489,-0.16630923448394272,0.25027317013008243,0.05098874036799279,0.1852839676695936,0.0788915069763267,-0.31121134162380365,0.351937165775715,-0.09885884813201458,-5.366875683398785e-05,0.21417371629318901,-0.09855302941819333,-0.1893281900985757,-0.20353693092962516,-0.06694912883737708,-0.019336401156298807,0.014689933871963433,0.20567200005994687,0.12373366884287133,-0.09261863146127398,0.05596804136026177,0.039110770054203964,-0.21821612301191176
acc_x_dyn__approximate_entropy_0.9,0.19489980310739158,-0.23696921676796615,0.04746210621809685,0.09445151033217841,0.13759421664312674,-0.02919008452128075,0.12196008454563788,0.053556923133691335,0.07198337939400282,-0.2120902397176034,-0.03473387265891788,0.018165613543163033,-0.26485379756735994,-0.33912491112418197,0.13006151440223326,-0.22331174138446838,-0.04458923171679865,-0.0781048105054552,-0.14316700141507477,-0.05849670618283213,0.03777738208642409,-0.05884591678418366,0.29899629603462236,-0.14404046921984498,-0.3576098055768151,-0.062214880415007924,0.5128149179950874,0.04482266105434565,-0.09866152925280659
acc_x_dyn__katz_fractal_dimension,0.197852973375257,-0.20909315090648695,0.026037371196837706,-0.01119796779253399,0.22256091668202707,-0.16833267472263966,0.09419100348853592,0.1350029794358684,0.05353000917210349,-0.09161020061357794,0.04178923324602733,0.08473979859230286,-0.22084834997715122,-0.32465793693085276,-0.045055983795126216,-0.12699662882732532,0.1953817735244112,0.358372218198894,0.15328345995757497,0.012750359254564154,-0.20864046218873938,-0.05307756528809635,-0.38789685426288567,0.10483787550485806,0.4545300135765997,0.10940006084771069,0.01912628283369826,0.02582407835349559,0.03433943407322045
acc_x_dyn__variance_of_absolute_differences,0.17072803728731709,0.17218332873436737,-0.025365606381388163,0.1328218058433232,0.34377016288712375,0.3417024217536715,-0.29523925366008824,-0.19957713493971563,-0.1159044760146023,-0.0955831974380391,-0.1853366890088399,-0.07278878986450099,0.08000368488367433,-0.2989133796201944,0.33022890583409686,0.31299044425019806,0.05912344704363292,0.22459220339480346,0.24660762920545598,0.11434236731549738,0.1760375719680539,0.11186854459093143,0.08637448464938934,-0.020664563648199335,-0.061282817920002175,0.04167062890838209,-0.10332520799900606,-0.003903546309176276,-0.024510409637294027
