PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.5447570116290209,0.5447570116290209
PC2,0.15588130552333723,0.7006383171523581
PC3,0.048444461374811655,0.7490827785271698
PC4,0.04281363485425919,0.7918964133814289
PC5,0.03813768342666988,0.8300340968080988
PC6,0.023687393144092843,0.8537214899521917
PC7,0.020999093418548758,0.8747205833707404
PC8,0.018861954919585273,0.8935825382903257
PC9,0.01551251874758234,0.909095057037908
PC10,0.012026270709694182,0.9211213277476022
PC11,0.010594074338297793,0.9317154020859001
PC12,0.009001321121674044,0.9407167232075742
PC13,0.00822174754445845,0.9489384707520326
PC14,0.007633239927169811,0.9565717106792024
PC15,0.006044803725592101,0.9626165144047946
PC16,0.00577334144181782,0.9683898558466124
PC17,0.004999234670457443,0.9733890905170699
PC18,0.004067518746134132,0.977456609263204
PC19,0.0037626587573391665,0.9812192680205432
PC20,0.00325436433368698,0.9844736323542301
PC21,0.0028514243439234613,0.9873250566981536
PC22,0.002364327321589928,0.9896893840197436
PC23,0.0021582609731702917,0.9918476449929139
PC24,0.0019472110925921643,0.9937948560855061
PC25,0.0018193599071260381,0.9956142159926321
PC26,0.001490258887768057,0.9971044748804002
PC27,0.001293310340090844,0.998397785220491
PC28,0.0010514752193045817,0.9994492604397957
PC29,0.0005507395602045691,1.0000000000000002
