feature,pca_energy_score
acc_y_dyn__variance_of_absolute_differences,0.16299364536394667
acc_z_dyn__lower_complete_moment,0.1607238985200448
acc_y_dyn__quantile_0.3,0.15976158204849575
acc_x_dyn__quantile_0.9,0.15768759847766656
acc_x_dyn__katz_fractal_dimension,0.15736972363955049
acc_z_dyn__quantile_0.6,0.1569049098513313
acc_x_dyn__approximate_entropy_0.9,0.15599835529572526
acc_x_dyn__max,0.15520785837907972
acc_x_dyn__quantile_0.3,0.15495105878428844
acc_y_dyn__avg_amplitude_change,0.15492138923789647
acc_x_dyn__variance_of_absolute_differences,0.1522539455661919
acc_x_dyn__cardinality,0.15217463376658286
acc_y_dyn__katz_fractal_dimension,0.15193216339775806
acc_z_dyn__katz_fractal_dimension,0.15111441401572293
acc_z_dyn__harmonic_mean_of_abs,0.1510406946339697
acc_y_dyn__quantile_0.4,0.15084247219614533
acc_z_dyn__variance_of_absolute_differences,0.15071971350125093
acc_x_dyn__harmonic_mean_of_abs,0.15034560375163888
acc_z_dyn__sum_of_absolute_changes,0.1496611201977514
acc_y_dyn__harmonic_mean_of_abs,0.14935413840554007
acc_x_dyn__quantile_0.4,0.14869117977722682
acc_x_dyn__quantile_0.6,0.1474183743298333
acc_z_dyn__approximate_entropy_0.1,0.14672823835083515
acc_x_dyn__approximate_entropy_0.1,0.1460934685770376
acc_z_dyn__sample_entropy,0.14400383152307716
acc_x_dyn__sample_entropy,0.1429822402736939
acc_z_dyn__quantile_0.4,0.1364326745173548
acc_y_dyn__sample_entropy,0.13268671034015422
acc_y_dyn__tsallis_entropy,0.12781828442764892
