feature,pca_energy_score
ppg_infra_tke_std,0.2018133360803417
ppg_infra_p10,0.19868118223492562
ppg_infra_max,0.1952362432290689
ppg_infra_signal_energy,0.19308613565329777
ppg_infra_ddx_std,0.19181093722927836
ppg_infra_dx_mean,0.1814374720042979
ppg_infra_diff_mean_abs,0.18127383769225427
ppg_infra_crest_factor,0.1795132461868125
ppg_infra_impulse_factor,0.17320025858838117
ppg_infra_dx_kurtosis,0.17092678465693548
ppg_infra_clearance_factor,0.17079855923992074
ppg_infra_mad,0.16811946282949367
ppg_infra_kurtosis,0.1679439270509111
ppg_infra_ddx_kurtosis,0.1652690841319688
ppg_infra_shape_factor,0.16451717388160567
ppg_infra_mean,0.14304148695678792
ppg_infra_skew,0.1412688242626285
ppg_infra_zcr,0.12934921109975447
ppg_infra_median,0.10156997843289188
ppg_infra_trim_mean_10,0.10023366962868636
