feature,reason,value
ppg_infra_diff_std,|corr|>=0.95,1.0
ppg_infra_diff_mean,|corr|>=0.95,1.0
ppg_infra_rms,|corr|>=0.95,1.0
ppg_infra_tke_mean_abs,|corr|>=0.95,1.0
ppg_infra_signal_rms,|corr|>=0.95,0.9999999009699458
ppg_infra_diff_rms,|corr|>=0.95,0.9999975517051511
ppg_infra_iqr,|corr|>=0.95,0.9980954706097802
ppg_infra_tke_mean,|corr|>=0.95,0.9980945364265
ppg_infra_p1,|corr|>=0.95,0.9965904574614306
ppg_infra_std,|corr|>=0.95,0.9928029904012086
ppg_infra_p90_p10,|corr|>=0.95,0.9892623067527844
ppg_infra_p95,|corr|>=0.95,0.9891994919516273
ppg_infra_p99_p1,|corr|>=0.95,0.9871886026884864
ppg_infra_p95_p5,|corr|>=0.95,0.9814245429923188
ppg_infra_dx_std,|corr|>=0.95,0.9764038644331794
ppg_infra_range,|corr|>=0.95,0.9743010628982607
ppg_infra_mean_abs,|corr|>=0.95,0.97181773046455
ppg_infra_mean_cross_rate,|corr|>=0.95,0.9703586148808939
ppg_infra_tke_p95_abs,|corr|>=0.95,0.9629587382636985
ppg_infra_ddx_mean,|corr|>=0.95,0.9595693730986182
ppg_infra_p90,|corr|>=0.95,0.9592761734580659
ppg_infra_p5,|corr|>=0.95,0.9549820862526689
ppg_infra_min,|corr|>=0.95,0.9537355203273283
ppg_infra_p99,|corr|>=0.95,0.9528591211722061
