PC,explained_variance_ratio,cumulative_explained_variance
PC1,0.3631535577115941,0.3631535577115941
PC2,0.1769939473282343,0.5401475050398283
PC3,0.11944213255414843,0.6595896375939767
PC4,0.0860617319183417,0.7456513695123184
PC5,0.06285186254963343,0.8085032320619518
PC6,0.0483431540414114,0.8568463861033633
PC7,0.04574085375496479,0.9025872398583281
PC8,0.03821979108810394,0.940807030946432
PC9,0.02550042989212506,0.9663074608385571
PC10,0.012352235818730378,0.9786596966572875
PC11,0.00760572573649128,0.9862654223937788
PC12,0.004476625116601405,0.9907420475103802
PC13,0.0034847501402951895,0.9942267976506753
PC14,0.0022210703772822062,0.9964478680279576
PC15,0.0020127209391390655,0.9984605889670967
PC16,0.0008266648824159512,0.9992872538495127
PC17,0.0004321459758142347,0.9997193998253269
PC18,0.00013744532082846363,0.9998568451461554
PC19,0.00011291186845769617,0.9999697570146131
PC20,3.024298538682481e-05,0.9999999999999999
