,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
ppg_infra_tke_std,0.24549053142082908,-0.22509665134476284,-0.28631867100408337,0.21122901566203275,0.2496527742895555,-0.04515305451567579,-0.05619923216780773,-0.015359685055937789,-0.19233147697023475,0.03491460639725027,-0.013153862053137712,0.1936757055591502,-0.0014016409992335627,-0.09400571342141703,0.2256201595361978,-0.19873092660889077,0.2719976441757022,-0.3945347158625253,0.10550936577087952,-0.5280212548832002
ppg_infra_p10,-0.22763525358551565,0.3546057720197253,-0.15155267176905482,0.16373589465760263,0.15514804311953748,-0.1060005627388766,-0.13516670976399767,-0.02229500599319074,-0.09591180974115611,0.045972808935252074,0.01590248994374553,0.02335166697705934,0.14530150200594447,-0.041390141608245216,-0.28886309912081265,-0.7058295780038341,-0.3108356749831277,0.06582204473970077,-0.015113113599083848,-0.028838496131622378
ppg_infra_max,0.2929927652157187,-0.20694395828346876,0.11807711096017973,0.29888645365574407,-0.07140796870974206,0.057481705525724305,-0.1118040245980232,-0.09856960121944182,0.0659665147804441,-0.017507115957129147,-0.10735042500913926,-0.04349984647482215,-0.10083669568080061,0.013641082974719205,0.0926783138724169,0.10198535422605604,-0.632543462160982,0.3513491329801103,-0.1083163083737697,-0.39335235095439536
ppg_infra_signal_energy,0.2856368420983259,-0.22355794539586227,-0.07201597003418557,0.3258043633429444,0.09667193345905602,0.02489841200251404,-0.1282658473172958,-0.06790104341234317,-0.046497671411101095,0.0004980981709658685,-0.027165736467325657,0.03254009003241868,0.017721386861530738,-0.04974308840752055,0.21485272900651783,-0.09730584058796961,-0.2350766014491205,-0.29018215153090576,0.02227642596264109,0.723691919440747
ppg_infra_ddx_std,0.2541168591826004,-0.28165846136599687,-0.27202717673654697,0.0007777342850636464,0.18618752415929407,-0.09504834306995233,0.017928048358665037,0.0075155369775472955,-0.14402151005228833,0.005057866422163975,0.04130015833653598,0.24430699603830128,0.028283513004230525,-0.015501925152075702,-0.2383315079772123,-0.061145238848634154,0.31426017128465816,0.6696831271457417,-0.1151561871264903,0.18379245475274883
ppg_infra_dx_mean,-0.1681646496440688,0.057804393687056636,-0.363434831159699,-0.3821229985148119,0.27202157573644686,-0.1312777748236486,0.22731999567439784,0.12077957186060215,-0.24064578506649378,0.050766008785851496,0.0032601785952755917,0.3729503897279793,-0.127044212310659,0.06633091240373289,0.14285764761479483,0.263748443508655,-0.46716336460491387,-0.05749158837952097,-0.0007855167301945925,0.033696879786235784
ppg_infra_diff_mean_abs,0.22480766357354184,-0.37425997757410767,0.03099500833888406,-0.21162915042525407,-0.10189644141500437,-0.0420354052295652,0.06647444357529902,0.12084711650519955,0.09368969828601385,0.011866821546479434,0.04122339147098613,0.023757718996368905,0.0023327431198662454,-0.000985154638812414,-0.744008599155033,-0.007108733892871245,-0.18148088925552056,-0.3587729123955524,0.06237741619544044,-0.04624154405887252
ppg_infra_crest_factor,0.28702436391555625,0.24992205226044548,0.06844058454599757,-0.14285859060373524,-0.09922934842427993,-0.06910966677517512,-0.02180897189748152,0.07390206332319908,-0.0532651664873769,0.3662591029242839,-0.704539068314381,0.10481577948106702,0.12486359886011406,-0.041867261098025715,-0.014412632397012756,-0.004206401150284335,0.07268997458647333,-0.08161105241192657,-0.3678157876120349,0.01889781846687312
ppg_infra_impulse_factor,0.3123938338303432,0.25706333038165324,0.07716489150255372,-0.03539884265055382,-0.0007753868141412237,-0.03169308314786609,0.008975998970642057,0.20739156158428285,0.009446442055081215,0.0588051241351544,-0.15351538576718368,0.049341673608858834,0.08867110941139952,-0.00606597494469855,0.008647250659266414,0.02644037142636255,-0.03285647464182417,0.16391995386205394,0.8475684717328961,0.021919430361332735
ppg_infra_dx_kurtosis,0.3020745346370246,0.1473826579888459,-0.11546528154752618,-0.16907437319862523,-0.028811617512863652,-0.06251061079839891,-0.04299061752329379,-0.41623952980297957,-0.06813766657611538,0.13085234772277102,0.1955918151000718,-0.15461338469336455,0.07737697062412102,0.7552342663769774,0.01765601104225187,-0.04051505364689963,0.010848201137083801,-0.050568096525213456,-0.007501012787668684,-0.01711473609464515
